Raw_Title,Raw_ArXiv_or_DOI,Source_File,Issue,Notes
Training Language Models to Reason Efficiently,arXiv:2502.04463v4,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Training Language Models to Self-Correct via Reinforcement Learning,arXiv:2409.12917v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Training LLMs for Divide-and-Conquer Reasoning Elevates Test-Time Scalability,arXiv:2602.02477v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Tree Training: Accelerating Agentic LLMs Training via Shared Prefix Reuse,arXiv:2511.00413v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
TTRL: Test-Time Reinforcement Learning,arXiv:2504.16084v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
TVCACHE: A Stateful Tool-Value Cache for Post-Training LLM Agents,arXiv:2602.10986v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
TwinRL-VLA: Digital Twin-Driven Reinforcement Learning for Real-World Robotic Manipulation,arXiv:2602.09023v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Unfamiliar Finetuning Examples Control How Language Models Hallucinate,arXiv:2403.05612v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
V-Retrver: Evidence-Driven Agentic Reasoning for Universal Multimodal Retrieval,arXiv:2602.06034v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
VESPO: Variational Sequence-Level Soft Policy Optimization for Stable Off-Policy LLM Training,arXiv:2602.10693v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Vision-Language Models are Zero-Shot Reward Models for Reinforcement Learning,arXiv:2310.12921v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Vision-R1: Incentivizing Reasoning Capability in Multimodal Large Language Models,arXiv:2503.06749v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
VLM-Guided Experience Replay,arXiv:2602.01915v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
VLM-R1: A Stable and Generalizable R1-style Large Vision-Language Model,arXiv:2504.07615v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
VowelPrompt: Hearing Speech Emotions from Text via Vowel-level Prosodic Augmentation,arXiv:2602.06270v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
VTool-R1: VLMs Learn to Think with Images via Reinforcement Learning on Multimodal Tool Use,arXiv:2505.19255v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
We Should Identify and Mitigate Third-Party Safety Risks in MCP-Powered Agent Systems,arXiv:2506.13666v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
WebGPT: Browser-assisted question-answering with human feedback,arXiv:2112.09332v3,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
WebWatcher: Breaking New Frontier of Vision-Language Deep Research Agent,arXiv:2508.05748v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
What Does Vision Tool-Use Reinforcement Learning Really Learn? Disentangling Tool-Induced and Intrinsic Effects for Crop-and-Zoom,arXiv:2602.01334v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
When Is Compositional Reasoning Learnable from Verifiable Rewards?,arXiv:2602.07992v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
When Silence Is Golden: Can LLMs Learn to Abstain in Temporal QA and Beyond?,arXiv:2602.04755v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
When to Memorize and When to Stop: Gated Recurrent Memory for Long-Context Reasoning,arXiv:2602.10560v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
WizardMath: Empowering Mathematical Reasoning for Large Language Models via Reinforced Evol-Instruct,arXiv:2308.09583v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
XAI meets LLMs: A Survey of the Relation between Explainable AI and Large Language Models,arXiv:2407.15248v1,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Youtu-Agent: Scaling Agent Productivity with Automated Generation and Hybrid Policy Optimization,arXiv:2512.24615v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
3D-VLA: A 3D Vision-Language-Action Generative World Model,10.48550/arxiv.2403.09631,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Chain-of-Thought Prompting Approach with LLMs for Evaluating Students' Formative Assessment Responses in Science,10.1609/aaai.v38i21.30364,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Complete Survey on LLM-based AI Chatbots,10.48550/arxiv.2406.16937,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Comprehensive Overview of Large Language Models,10.1145/3744746,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Study of ChatGPT: Advancements, Limitations, and Ethical Considerations in Natural Language Processing and Cybersecurity",10.3390/info14080462,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Survey in LLM(-Agent) Full Stack Safety: Data, Training and Deployment",10.48550/arxiv.2504.15585,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Survey of LLM Alignment Techniques: RLHF, RLAIF, PPO, DPO and More",10.48550/arxiv.2407.16216,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Survey of Small Language Models in the Era of Large Language Models: Techniques, Enhancements, Applications, Collaboration with LLMs, and Trustworthiness",10.1145/3768165,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Critical Review of Large Language Model on Software Engineering: An Example from ChatGPT and Automated Program Repair,10.48550/arxiv.2310.08879,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Minimaximalist Approach to Reinforcement Learning from Human Feedback,10.48550/arxiv.2401.04056,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A multi-action deep reinforcement learning framework for flexible Job-shop scheduling problem,10.1016/j.eswa.2022.117796,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A New Era in LLM Security: Exploring Security Concerns in Real-World LLM-based Systems,10.48550/arxiv.2402.18649,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A review of research on reinforcement learning algorithms for multi-agents,10.1016/j.neucom.2024.128068,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",10.1109/access.2024.3365742,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey of Large Language Models,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey of Large Language Models for Code: Evolution, Benchmarking, and Future Trends",10.48550/arxiv.2311.10372,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Efficient Inference for Large Language Models,10.48550/arxiv.2404.14294,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Evaluating Large Language Models in Code Generation Tasks,10.48550/arxiv.2408.16498,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Evaluation of Large Language Models,10.1145/3641289,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey on Hallucination in Large Language Models: Principles, Taxonomy, Challenges, and Open Questions",10.1145/3703155,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly",10.1016/j.hcc.2024.100211,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Large Language Model Acceleration based on KV Cache Management,10.48550/arxiv.2412.19442,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on large language model based autonomous agents,10.1007/s11704-024-40231-1,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Large Language Models for Code Generation,10.1145/3747588,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on large language models for recommendation,10.1007/s11280-024-01291-2,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Large Language Models for Software Engineering,10.48550/arxiv.2312.15223,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on LLM-as-a-Judge,10.48550/arxiv.2411.15594,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",10.1007/s44336-024-00009-2,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on model-based reinforcement learning,10.1007/s11432-022-3696-5,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on multimodal large language models,10.1093/nsr/nwae403,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey on Offline Reinforcement Learning: Taxonomy, Review, and Open Problems",10.1109/tnnls.2023.3250269,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on RAG Meeting LLMs: Towards Retrieval-Augmented Large Language Models,10.1145/3637528.3671470,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Recent Advances in LLM-Based Multi-turn Dialogue Systems,10.1145/3771090,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on the Memory Mechanism of Large Language Model-based Agents,10.1145/3748302,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Vision-Language-Action Models for Embodied AI,10.48550/arxiv.2405.14093,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Systematic Study and Comprehensive Evaluation of ChatGPT on Benchmark Datasets,10.48550/arxiv.2305.18486,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Systematic Study on Reinforcement Learning Based Applications,10.3390/en16031512,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A-MEM: Agentic Memory for LLM Agents,10.48550/arxiv.2502.12110,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AdaptDiffuser: Diffusion Models as Adaptive Self-evolving Planners,10.48550/arxiv.2302.01877,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AdvPrompter: Fast Adaptive Adversarial Prompting for LLMs,10.48550/arxiv.2404.16873,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AEGIS: Online Adaptive AI Content Safety Moderation with Ensemble of LLM Experts,10.48550/arxiv.2404.05993,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AFlow: Automating Agentic Workflow Generation,10.48550/arxiv.2410.10762,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Agent Q: Advanced Reasoning and Learning for Autonomous AI Agents,10.48550/arxiv.2408.07199,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AgentCoder: Multi-Agent-based Code Generation with Iterative Testing and Optimisation,10.48550/arxiv.2312.13010,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG,10.48550/arxiv.2501.09136,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,10.1145/3716628,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"AI Agents vs. Agentic AI: A Conceptual Taxonomy, Applications and Challenges",10.1016/j.inffus.2025.103599,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AI Alignment: A Comprehensive Survey,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AI and Ethics: A Systematic Review of the Ethical Considerations of Large Language Model Use in Surgery Research,10.3390/healthcare12080825,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Aligning Large Language Models with Human: A Survey,10.48550/arxiv.2307.12966,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AlphaMath Almost Zero: process Supervision without process,10.52202/079017-0870,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,10.48550/arxiv.2309.17179,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
An Embodied Generalist Agent in 3D World,10.48550/arxiv.2311.12871,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
An LLM Compiler for Parallel Function Calling,10.48550/arxiv.2312.04511,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AReaL: A Large-Scale Asynchronous Reinforcement Learning System for Language Reasoning,10.48550/arxiv.2505.24298,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Artificial Intelligence (AI) Trust Framework and Maturity Model: Applying an Entropy Lens to Improve Security, Privacy, and Ethical AI",10.3390/e25101429,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Assessing the research landscape and clinical utility of large language models: a scoping review,10.1186/s12911-024-02459-6,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Assisting in Writing Wikipedia-like Articles From Scratch with Large Language Models,10.18653/v1/2024.naacl-long.347,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
At the Dawn of Generative AI Era: A Tutorial-cum-Survey on New Frontiers in 6G Wireless Intelligence,10.1109/ojcoms.2024.3362271,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey",10.48550/arxiv.2402.09283,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Augmenting large language models with chemistry tools,10.1038/s42256-024-00832-8,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AUTOGEN: A Personalized Large Language Model for Academic Enhancement-Ethics and Proof of Principle,10.1080/15265161.2023.2233356,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation Framework,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Automatically Correcting Large Language Models: Surveying the Landscape of Diverse Automated Correction Strategies,10.1162/tacl_a_00660,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Benchmarking Large Language Models for News Summarization,10.1162/tacl_a_00632,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Better & Faster Large Language Models via Multi-token Prediction,10.48550/arxiv.2404.19737,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Bias and Unfairness in Information Retrieval Systems: New Challenges in the LLM Era,10.1145/3637528.3671458,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Calibrate-Then-Act: Cost-Aware Exploration in LLM Agents,10.48550/arxiv.2602.16699,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can an Embodied Agent Find Your “Cat-shaped Mug”? LLM-Based Zero-Shot Object Navigation,10.1109/lra.2023.3346800,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can ChatGPT Defend its Belief in Truth? Evaluating LLM Reasoning via Debate,10.18653/v1/2023.findings-emnlp.795,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can large language models provide useful feedback on research papers? A large-scale empirical analysis,10.48550/arxiv.2310.01783,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can Large Language Models Transform Computational Social Science?,10.1162/coli_a_00502,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can LLM Already Serve as A Database Interface? A BIg Bench for Large-Scale Database Grounded Text-to-SQLs,10.48550/arxiv.2305.03111,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can Wikipedia Help Offline Reinforcement Learning?,10.48550/arxiv.2201.12122,related_papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Catastrophic Jailbreak of Open-source LLMs via Exploiting Generation,10.48550/arxiv.2310.06987,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CATCHM: A novel network-based credit card fraud detection method using node representation learning,10.1016/j.dss.2022.113866,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Chain of Agents: Large Language Models Collaborating on Long-Context Tasks,10.48550/arxiv.2406.02818,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Chain of Attack: a Semantic-Driven Contextual Multi-Turn attacker for LLM,10.48550/arxiv.2405.05610,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChainForge: A Visual Toolkit for Prompt Engineering and LLM Hypothesis Testing,10.1145/3613904.3642016,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Character-LLM: A Trainable Agent for Role-Playing,10.48550/arxiv.2310.10158,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Characterization of Large Language Model Development in the Datacenter,10.48550/arxiv.2403.07648,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatDB: Augmenting LLMs with Databases as Their Symbolic Memory,10.48550/arxiv.2306.03901,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatDev: Communicative Agents for Software Development,10.18653/v1/2024.acl-long.810,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGLM-Math: Improving Math Problem-Solving in Large Language Models with a Self-Critique Pipeline,10.48550/arxiv.2404.02893,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT and large language models in academia: opportunities and challenges,10.1186/s13040-023-00339-9,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT and large language models in orthopedics: from education and surgery to research,10.1186/s40634-023-00700-1,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT effects on cognitive skills of undergraduate students: Receiving instant responses from AI-based conversational large language models (LLMs),10.1016/j.caeai.2023.100198,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT for good? On opportunities and challenges of large language models for education,10.1016/j.lindif.2023.102274,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT for shaping the future of dentistry: the potential of multi-modal large language model,10.1038/s41368-023-00239-y,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CHESS: Contextual Harnessing for Efficient SQL Synthesis,10.48550/arxiv.2405.16755,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChipNeMo: Domain-Adapted LLMs for Chip Design,10.48550/arxiv.2311.00176,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ClassEval: A Manually-Crafted Benchmark for Evaluating LLMs on Class-level Code Generation,10.48550/arxiv.2308.01861,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CoAnnotating: Uncertainty-Guided Work Allocation between Human and Large Language Models for Data Annotation,10.18653/v1/2023.emnlp-main.92,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CodeHelp: Using Large Language Models with Guardrails for Scalable Support in Programming Classes,10.1145/3631802.3631830,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CodePlan: Repository-Level Coding using LLMs and Planning,10.1145/3643757,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CodeT5+: Open Code Large Language Models for Code Understanding and Generation,10.48550/arxiv.2305.07922,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
COLD-Attack: Jailbreaking LLMs with Stealthiness and Controllability,10.48550/arxiv.2402.08679,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Comparing Code Explanations Created by Students and Large Language Models,10.1145/3587102.3588785,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Concept Induction: Analyzing Unstructured Text with High-Level Concepts Using LLooM,10.1145/3613904.3642830,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Consciousness in Artificial Intelligence: Insights from the Science of Consciousness,10.48550/arxiv.2308.08708,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Constitutional AI: Harmlessness from AI Feedback,10.48550/arxiv.2212.08073,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Continual Learning of Large Language Models: A Comprehensive Survey,10.1145/3735633,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Corex: Pushing the Boundaries of Complex Reasoning through Multi-Model Collaboration,10.48550/arxiv.2310.00280,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CRUD-RAG: A Comprehensive Chinese Benchmark for Retrieval-Augmented Generation of Large Language Models,10.1145/3701228,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CS1-LLM: Integrating LLMs into CS1 Instruction,10.1145/3649217.3653584,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
DART-Math: Difficulty-Aware Rejection Tuning for Mathematical Problem-Solving,10.48550/arxiv.2407.13690,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Data Interpreter: An LLM Agent For Data Science,10.48550/arxiv.2402.18679,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
DB-GPT: Large Language Model Meets Database,10.1007/s41019-023-00235-6,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Debating with More Persuasive LLMs Leads to More Truthful Answers,10.48550/arxiv.2402.06782,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Deep Learning and Neural Networks: Decision-Making Implications,10.3390/sym15091723,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Deep Reinforcement Learning for Robotics: A Survey of Real-World Successes,10.48550/arxiv.2408.03539,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
DeepSeek-R1 incentivizes reasoning in LLMs through reinforcement learning,10.1038/s41586-025-09422-z,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Describe, Explain, Plan and Select: Interactive Planning with Large Language Models Enables Open-World Multi-Task Agents",10.48550/arxiv.2302.01560,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,10.1145/3688399,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Detecting hallucinations in large language models using semantic entropy,10.1038/s41586-024-07421-0,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Diffusion Policies as an Expressive Policy Class for Offline Reinforcement Learning,10.48550/arxiv.2208.06193,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Direct Preference Optimization of Video Large Multimodal Models from Language Model Reward,10.48550/arxiv.2404.01258,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Do LLM Agents Exhibit Social Behavior?,10.48550/arxiv.2312.15198,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Do LLMs Exhibit Human-like Response Biases? A Case Study in Survey Design,10.1162/tacl_a_00685,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Don't Listen To Me: Understanding and Exploring Jailbreak Prompts of Large Language Models,10.48550/arxiv.2403.17336,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
DRG-LLaMA : tuning LLaMA model to predict diagnosis-related group for hospitalized patients,10.48550/arxiv.2309.12625,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
DriveVLM: The Convergence of Autonomous Driving and Large Vision-Language Models,10.48550/arxiv.2402.12289,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
DS-Agent: Automated Data Science by Empowering Large Language Models with Case-Based Reasoning,10.48550/arxiv.2402.17453,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Dynamic LLM-Agent Network: An LLM-agent Collaboration Framework with Agent Team Optimization,10.48550/arxiv.2310.02170,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
EconAgent: Large Language Model-Empowered Agents for Simulating Macroeconomic Activities,10.18653/v1/2024.acl-long.829,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
EdgeShard: Efficient LLM Inference via Collaborative Edge Computing,10.1109/jiot.2024.3524255,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Effects of Generative Chatbots in Higher Education,10.3390/info14090492,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Efficient Large Language Models: A Survey,10.48550/arxiv.2312.03863,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Embodied intelligence in manufacturing: leveraging large language models for autonomous industrial robotics,10.1007/s10845-023-02294-y,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Embodied LLM Agents Learn to Cooperate in Organized Teams,10.48550/arxiv.2403.12482,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Embodied Multi-Modal Agent trained by an LLM from a Parallel TextWorld,10.1109/cvpr52733.2024.02482,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Embodied Task Planning with Large Language Models,10.48550/arxiv.2307.01848,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
EmbodiedGPT: Vision-Language Pre-Training via Embodied Chain of Thought,10.48550/arxiv.2305.15021,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate,10.48550/arxiv.2305.19118,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Evaluating large language models as agents in the clinic,10.1038/s41746-024-01083-y,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Evaluating the Moral Beliefs Encoded in LLMs,10.48550/arxiv.2307.14324,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Evolutionary Reinforcement Learning: A Survey,10.34133/icomputing.0025,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Executable Code Actions Elicit Better LLM Agents,10.48550/arxiv.2402.01030,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Explainability for Large Language Models: A Survey,10.1145/3639372,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Explainable, interpretable, and trustworthy AI for an intelligent digital twin: A case study on remaining useful life",10.1016/j.engappai.2023.107620,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Exploiting Programmatic Behavior of LLMs: Dual-Use Through Standard Security Attacks,10.1109/spw63631.2024.00018,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
