Title,Authors,Year,Venue,ArXiv_or_DOI,Category_Tags,Contribution_Summary,Why_It_Belongs_in_Survey,Scope_Label,Verification_Provider,Verification_URL,Verification_Confidence,Provenance
Conversational Planning for Personal Plans,"Konstantina Christakopoulou, Iris Qu, John Canny, Andrew Goodridge, Cj Adams, Minmin Chen, Maja Matarić",2025,ArXiv,arXiv:2502.19500v1,Policy|Planning|CreditAssignment|Exploration|ToolUse|Reasoning|Architecture,"For Conversational Planning for Personal Plans, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as hierarchical/long-horizon RL, making the LLM function part of control, reward, or planning computations. Experiments on web/tool-interaction environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Conversational Planning for Personal Plans uses a LLM planner to support RL policy learning and control in web/tool-interaction environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2502.19500v1,High,targeted_search
Learning-based Cooperative Robotic Paper Wrapping: A Unified Control Policy with Residual Force Control,"Ramzy S. Ali, Cristian C. Beltran-Hernandez, Weiwei Wan, Kensuke Harada",2025,arXiv (Cornell University),arXiv:2511.03181,Policy|Planning|Exploration|Simulation|Architecture,"In this work, Learning-based Cooperative Robotic Paper Wrapping: A Unified Control Policy with Residual Force Control uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","Learning-based Cooperative Robotic Paper Wrapping: A Unified Control Policy with Residual Force Control belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2511.03181,High,targeted_search
MENTOR: A Reinforcement Learning Framework for Enabling Tool Use in Small Models via Teacher-Optimized Rewards,"ChangSu Choi, Hoyun Song, Dongyeon Kim, WooHyeon Jung, Minkyung Cho, Sunjin Park, NohHyeob Bae, Seona Yu, KyungTae Lim",2025,ArXiv,arXiv:2510.18383v2,Policy|Reward|Exploration|ToolUse|Architecture,"In this work, MENTOR: A Reinforcement Learning Framework for Enabling Tool Use in Small Models via Teacher-Optimized Rewards uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is tool-interactive RL agent training, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","MENTOR: A Reinforcement Learning Framework for Enabling Tool Use in Small Models via Teacher-Optimized Rewards belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives.",LLM_for_RL,arxiv,https://arxiv.org/abs/2510.18383v2,High,targeted_search
Agentic Reinforced Policy Optimization,"Guanting Dong, Hangyu Mao, Kai Ma, Licheng Bao, Yifei Chen, Zhongyuan Wang, Zhongxia Chen, Jiazhen Du, Huiyang Wang, Fuzheng Zhang, Guorui Zhou, Yutao Zhu, Ji-Rong Wen, Zhicheng Dou",2025,ArXiv,arXiv:2507.19849v1,Policy|Planning|Reward|CreditAssignment|Exploration|DatasetGeneration|Reasoning|Verifier|Architecture,"For Agentic Reinforced Policy Optimization, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on interactive control benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Agentic Reinforced Policy Optimization uses a LLM planner to support RL policy learning and control in interactive control benchmarks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2507.19849v1,High,targeted_search
Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,"Weizhen Li, Jianbo Lin, Zhuosong Jiang, Jingyi Cao, Xinpeng Liu, Jiayu Zhang, Zhenqiang Huang, Qianben Chen, Weichen Sun, Qiexiang Wang, Hongxuan Lu, Tianrui Qin, Chenghao Zhu, Yi Yao, Shuying Fan, Xiaowan Li, Tiannan Wang, Pai Liu, King Zhu, He Zhu, Dingfeng Shi, Piaohong Wang, Yeyi Guan, Xiangru Tang, Minghao Liu, Yuchen Eleanor Jiang, Jian Yang, Jiaheng Liu, Ge Zhang, Wangchunshu Zhou",2025,ArXiv,arXiv:2508.13167v1,Policy|CreditAssignment|Reasoning|Verifier|LanguageConditioning|MultiAgent|Architecture|AgentTraining,"In this work, Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL uses an LLM verifier/critic to shape decisions inside an RL training or deployment cycle. The technical setting is multi-agent RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/navigation environments tasks, with improvements in success rate, returns, or sample efficiency.","Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL belongs because the language model is embedded in the RL loop as a LLM verifier/critic, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2508.13167v1,High,targeted_search
CoDA: A Context-Decoupled Hierarchical Agent with Reinforcement Learning,"Xuanzhang Liu, Jianglun Feng, Zhuoran Zhuang, Junzhe Zhao, Maofei Que, Jieting Li, Dianlei Wang, Hao Tong, Ye Chen, Pan Li",2025,ArXiv,arXiv:2512.12716v1,Policy|Planning|Reward|CreditAssignment|Reasoning|Architecture,"In this work, CoDA: A Context-Decoupled Hierarchical Agent with Reinforcement Learning uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is hierarchical/long-horizon RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on interactive control benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","CoDA: A Context-Decoupled Hierarchical Agent with Reinforcement Learning belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2512.12716v1,High,targeted_search
"Don't Just Fine-tune the Agent, Tune the Environment","Siyuan Lu, Zechuan Wang, Hongxuan Zhang, Qintong Wu, Leilei Gan, Chenyi Zhuang, Jinjie Gu, Tao Lin",2025,ArXiv,arXiv:2510.10197v2,Policy|Reward|CreditAssignment|Exploration|DatasetGeneration|Verifier|Curriculum|Architecture,"Don't Just Fine-tune the Agent, Tune the Environment inserts a LLM reward module directly into the RL loop. It studies reward-shaping RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within reward-shaping RL on interactive control benchmarks tasks, as shown in Don't Just Fine-tune the Agent, Tune the Environment.",LLM_for_RL,arxiv,https://arxiv.org/abs/2510.10197v2,High,targeted_search
GAP: Graph-Based Agent Planning with Parallel Tool Use and Reinforcement Learning,"Jiaqi Wu, Qinlao Zhao, Zefeng Chen, Kai Qin, Yifei Zhao, Xueqian Wang, Yuhang Yao",2025,ArXiv,arXiv:2510.25320v1,Policy|Planning|Reward|DatasetGeneration|ToolUse|Reasoning|Architecture,"In this work, GAP: Graph-Based Agent Planning with Parallel Tool Use and Reinforcement Learning uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is tool-interactive RL agent training, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","GAP: Graph-Based Agent Planning with Parallel Tool Use and Reinforcement Learning belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.25320v1,High,targeted_search
Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks,"Divya Vijay, Vignesh Ethiraj",2025,ArXiv,arXiv:2512.20275v1,Policy|Planning|Architecture,"For Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as planning-augmented RL, making the LLM function part of control, reward, or planning computations. Experiments on interactive control benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks uses a LLM planner to support RL policy learning and control in interactive control benchmarks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2512.20275v1,High,targeted_search
Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents,"Guoqing Wang, Sunhao Dai, Guangze Ye, Zeyu Gan, Wei Yao, Yong Deng, Xiaofeng Wu, Zhenzhe Ying",2025,ArXiv,arXiv:2510.14967v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Reasoning|Verifier|Architecture|AgentTraining,"Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents inserts a LLM planner directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/tool-interaction environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within policy optimization RL on web/tool-interaction environments tasks, as shown in Information Gain-based Policy Optimization: A Simple and Effective Approach for Multi-Turn LLM Agents.",LLM_for_RL,arxiv,https://arxiv.org/abs/2510.14967v1,High,targeted_search
MindFlow+: A Self-Evolving Agent for E-Commerce Customer Service,"Ming Gong, Xucheng Huang, Ziheng Xu, Vijayan K. Asari",2025,ArXiv,arXiv:2507.18884v1,Policy|Reward|CreditAssignment|OfflineRL|ToolUse|Reasoning|Curriculum|Architecture,"In this work, MindFlow+: A Self-Evolving Agent for E-Commerce Customer Service uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is offline RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on offline RL benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","MindFlow+: A Self-Evolving Agent for E-Commerce Customer Service belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2507.18884v1,High,targeted_search
Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL,"Joey Hong, Anca Dragan, Sergey Levine",2025,ArXiv,arXiv:2505.18098v2,Policy|Planning|Reward|CreditAssignment|ToolUse|Memory|Reasoning|LanguageConditioning|Architecture,"In this work, Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is hierarchical/long-horizon RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2505.18098v2,High,targeted_search
Tool-R1: Sample-Efficient Reinforcement Learning for Agentic Tool Use,"Yabo Zhang, Yihan Zeng, Qingyun Li, Zhen Hu, Kavin Han, Wangmeng Zuo",2025,ArXiv,arXiv:2509.12867v1,Policy|Reward|ToolUse|Reasoning|Architecture,"For Tool-R1: Sample-Efficient Reinforcement Learning for Agentic Tool Use, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on web/tool-interaction environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Tool-R1: Sample-Efficient Reinforcement Learning for Agentic Tool Use uses a LLM reward module to support RL policy learning and control in web/tool-interaction environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2509.12867v1,High,targeted_search
Agent Lightning: Train ANY AI Agents with Reinforcement Learning,"Xufang Luo, Yuge Zhang, Zhiyuan He, Zilong Wang, Siyun Zhao, Dongsheng Li, Luna K. Qiu, Yuqing Yang",2025,ArXiv,arXiv:2508.03680v1,Policy|CreditAssignment|MultiAgent|Architecture|AgentTraining,"For Agent Lightning: Train ANY AI Agents with Reinforcement Learning, an LLM-guided policy component is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as multi-agent RL, making the LLM function part of control, reward, or planning computations. Experiments on multi-agent coordination environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Agent Lightning: Train ANY AI Agents with Reinforcement Learning uses a LLM-guided policy component to support RL policy learning and control in multi-agent coordination environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2508.03680v1,High,targeted_search
OpAgent: Operator Agent for Web Navigation,"Yuyu Guo, Wenjie Yang, Siyuan Yang, Ziyang Liu, Cheng Chen, Yuan Wei, Yun Hu, Yang Huang, Guoliang Hao, Dongsheng Yuan, Jianming Wang, Xin Chen, Hang Yu, Lei Lei, Peng Di",2026,ArXiv,arXiv:2602.13559v1,Policy|Planning|Reward|CreditAssignment|DatasetGeneration|OfflineRL|LanguageConditioning|Architecture|AgentTraining,"For OpAgent: Operator Agent for Web Navigation, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as offline RL, making the LLM function part of control, reward, or planning computations. Experiments on web/navigation environments environments indicate stronger task completion behavior than non-LLM baselines.",The contribution is directionally in-scope: OpAgent: Operator Agent for Web Navigation uses a LLM planner to support RL policy learning and control in web/navigation environments.,LLM_for_RL,arxiv,https://arxiv.org/abs/2602.13559v1,High,targeted_search
World Models as an Intermediary between Agents and the Real World,Sherry Yang,2026,ArXiv,arXiv:2602.00785v1,Policy|Planning|Reward|WorldModel|DatasetGeneration|ToolUse|Simulation|Verifier|Architecture,"In this work, World Models as an Intermediary between Agents and the Real World uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is model-based RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","World Models as an Intermediary between Agents and the Real World belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00785v1,High,targeted_search
Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling,"Yubao Zhao, Weiquan Huang, Sudong Wang, Ruochen Zhao, Chen Chen, Yao Shu, Chengwei Qin",2026,ArXiv,arXiv:2602.03719v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Architecture,"For Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on web/tool-interaction environments environments indicate stronger task completion behavior than non-LLM baselines.",The contribution is directionally in-scope: Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling uses a LLM planner to support RL policy learning and control in web/tool-interaction environments.,LLM_for_RL,arxiv,https://arxiv.org/abs/2602.03719v1,High,targeted_search
Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System,"Yanming Li, Xuelin Zhang, WenJie Lu, Ziye Tang, Maodong Wu, Haotian Luo, Tongtong Wu, Zijie Peng, Hongze Mi, Yibo Feng, Naiqiang Tan, Chao Huang, Hong Chen, Li Shen",2026,ArXiv,arXiv:2602.08335v1,Policy|Reward|CreditAssignment|Verifier|MultiAgent|Architecture,"In this work, Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is multi-agent RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on multi-agent coordination environments tasks, with improvements in success rate, returns, or sample efficiency.","Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.08335v1,High,targeted_search
"Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms","Association for Artificial Intelligence 2026, Qun Ma, Xia Xie, Xiao Xue, XuWen Zhang",2026,Underline Science Inc.,10.48448/8p81-ba98,Policy|Reward|Exploration|DatasetGeneration|ToolUse|Simulation|MultiAgent|Architecture,"For Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as multi-agent RL, making the LLM function part of control, reward, or planning computations. Experiments on MuJoCo/simulator benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms uses a LLM reward module to support RL policy learning and control in MuJoCo/simulator benchmarks.",LLM_for_RL,openalex,https://openalex.org/W7128690498,High,targeted_search
Adaptive Uncertainty-Aware Tree Search for Robust Reasoning,"Zeen Song, Zihao Ma, Wenwen Qiang, Changwen Zheng, Gang Hua",2026,ArXiv,arXiv:2602.06493v1,Policy|Reward|Reasoning|TreeSearch|Verifier|Architecture,"Adaptive Uncertainty-Aware Tree Search for Robust Reasoning inserts a LLM reward module directly into the RL loop. It studies reward-shaping RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within reward-shaping RL on interactive control benchmarks tasks, as shown in Adaptive Uncertainty-Aware Tree Search for Robust Reasoning. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.06493v1,High,targeted_search
CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport,"Joachim Yann Despature, Kazuki Shibata, Takamitsu Matsubara",2026,ArXiv,arXiv:2602.07776v1,Policy|Simulation|LanguageConditioning|MultiAgent|Architecture|HybridRL,"In this work, CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is multi-agent RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.07776v1,High,targeted_search
CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems,"Tong Xie, Yijiahao Qi, Jinqi Wen, Zishen Wan, Yanchi Dong, Zihao Wang, Shaofei Cai, Yitao Liang, Tianyu Jia, yuan wang, Runsheng Wang, Meng Li",2026,arXiv (Cornell University),arXiv:2601.14140,Policy|Planning|Architecture,"CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems inserts a LLM planner directly into the RL loop. It studies planning-augmented RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on robotics manipulation/control, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within planning-augmented RL on robotics manipulation/control tasks, as shown in CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.14140,High,targeted_search
"Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI","Ningquan Gu, Mitsuhiro Hayashibe, Kyo Kutsuzawa, Hui Yu",2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1752914,Policy|Planning|Reward|DatasetGeneration|ToolUse|Simulation|Architecture,"For Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as model-based RL, making the LLM function part of control, reward, or planning computations. Experiments on robotics manipulation/control environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI uses a LLM planner to support RL policy learning and control in robotics manipulation/control. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,openalex,https://openalex.org/W7128083527,High,targeted_search
medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions,"Qianyi Xu, Gousia Habib, Feng Wu, Yanrui Du, Zhihui Chen, Swapnil Mishra, Dilruk Perera, Mengling Feng",2026,ArXiv,arXiv:2602.03305v2,Policy|Reward|OfflineRL|Architecture,"In this work, medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is offline RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on offline RL benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.03305v2,High,targeted_search
STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models,"Jiliang Ni, Jiachen Pu, Zhongyi Yang, Jingfeng Luo, Conggang Hu",2026,ArXiv,arXiv:2602.03022v1,Policy|Reward|Exploration|Curriculum|Architecture,"STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models inserts a LLM reward module directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within policy optimization RL on interactive control benchmarks tasks, as shown in STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.03022v1,High,targeted_search
STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order,"Chengyang Gu, Yuxin Pan, Hui Xiong, Yize Chen",2026,ArXiv.org,arXiv:2601.08107,Policy|Planning|Reward|CreditAssignment|DatasetGeneration|OfflineRL|ToolUse|Architecture,"For STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as offline RL, making the LLM function part of control, reward, or planning computations. Experiments on offline RL benchmarks environments indicate stronger task completion behavior than non-LLM baselines.",The contribution is directionally in-scope: STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order uses a LLM planner to support RL policy learning and control in offline RL benchmarks.,LLM_for_RL,arxiv,https://arxiv.org/abs/2601.08107,High,targeted_search
Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction,"Xingjie Gao, Pengcheng Huang, Zhenghao Liu, Yukun Yan, Shuo Wang, Zulong Chen, Chen Qian, Ge Yu, Yu Gu",2026,ArXiv,arXiv:2601.12762v1,Policy|Planning|Exploration|ToolUse|Verifier|Architecture,"In this work, Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is tool-interactive RL agent training, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.12762v1,High,targeted_search
"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs","Jingdi Chen, Hanqing Yang, Zongjun Liu, Carlee Joe-Wong",2026,ArXiv,arXiv:2602.11583v1,Policy|Planning|Reward|Reasoning|Simulation|LanguageConditioning|MultiAgent|Architecture,"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs inserts a LLM planner directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on robotics manipulation/control, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within policy optimization RL on robotics manipulation/control tasks, as shown in The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.11583v1,High,targeted_search
AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering,"Yuzhu Cai, Zexi Liu, Xinyu Zhu, Cheng Wang, Jiaao Chen, Hanrui Wang, Wei-Chen Wang, Di Jin, Siheng Chen",2026,ArXiv,arXiv:2602.07906v1,Policy|Curriculum|LanguageConditioning|Architecture,"In this work, AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on language-conditioned control tasks tasks, with improvements in success rate, returns, or sample efficiency.","AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.07906v1,High,targeted_search
CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments,"Jinghan Yang, Jingyi Hou, Xinbo Yu, Wei He, Yifan Wu",2026,ArXiv,arXiv:2602.09367v1,Policy|Planning|DatasetGeneration|Reasoning|Simulation|Architecture,"In this work, CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is hierarchical/long-horizon RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.09367v1,High,targeted_search
