Title,Authors,Year,Venue,ArXiv_or_DOI,Category_Tags,Contribution_Summary,Why_It_Belongs_in_Survey,Scope_Label,Verification_Provider,Verification_URL,Verification_Confidence,Provenance
Learning-based Cooperative Robotic Paper Wrapping: A Unified Control Policy with Residual Force Control,"Ramzy S. Ali, Cristian C. Beltran-Hernandez, Weiwei Wan, Kensuke Harada",2025,arXiv (Cornell University),arXiv:2511.03181,Policy|Planning|Exploration|Simulation|Architecture,"In Learning-based Cooperative Robotic Paper Wrapping: A Unified Control Policy with Residual Force Control, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets exploration and data collection efficiency for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Learning-based Cooperative Robotic Paper Wrapping: A Unified Control Policy with Residual Force Control belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2511.03181,High,targeted_search
MENTOR: A Reinforcement Learning Framework for Enabling Tool Use in Small Models via Teacher-Optimized Rewards,"ChangSu Choi, Hoyun Song, Dongyeon Kim, WooHyeon Jung, Minkyung Cho, Sunjin Park, NohHyeob Bae, Seona Yu, KyungTae Lim",2025,ArXiv,arXiv:2510.18383v2,Policy|Reward|Exploration|ToolUse|Architecture,"In MENTOR: A Reinforcement Learning Framework for Enabling Tool Use in Small Models via Teacher-Optimized Rewards, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","MENTOR: A Reinforcement Learning Framework for Enabling Tool Use in Small Models via Teacher-Optimized Rewards belongs in scope because its LLM reward/feedback module contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.18383v2,High,prior_core|targeted_search
Multi-Agent Tool-Integrated Policy Optimization,"Zhanfeng Mo, Xingxuan Li, Yuntao Chen, Lidong Bing",2025,arXiv (Cornell University),arXiv:2510.04678,Policy|Planning|CreditAssignment|Memory|Reasoning|LanguageConditioning|MultiAgent|Architecture|HybridRL,"In Multi-Agent Tool-Integrated Policy Optimization, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets long-horizon credit assignment for agents operating in web and tool-interaction tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","Multi-Agent Tool-Integrated Policy Optimization belongs in scope because its LLM planner contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.04678,High,targeted_search
"RoboMIND 2.0: A Multimodal, Bimanual Mobile Manipulation Dataset for Generalizable Embodied Intelligence","Chengkai Hou, Kun Wu, Jiaming Liu, Zhengping Che, Di Wu, Fei Liao, Guangrun Li, Jingyang He, Qi Feng, Zhao Jin, Chenyang Gu, Zhuoyang Liu, Nuowei Han, Xiangju Mi, Yaoxu Lv, Yankai Fu, Gaole Dai, Langzhe Gu, Tao Li, Yuheng Zhang, Yixue Zhang, Xinhua Wang, Shichao Fan, Meng Li, Zhen Zhao, Ning Liu, Zhiyuan Xu, Pei Wun Ren, Junjie Ji, Haonan Liu, Kuan Cheng, Shanghang Zhang, Jian Tang",2025,ArXiv.org,arXiv:2512.24653,Planning|CreditAssignment|DatasetGeneration|OfflineRL|Simulation|LanguageConditioning|Architecture,"In RoboMIND 2.0: A Multimodal, Bimanual Mobile Manipulation Dataset for Generalizable Embodied Intelligence, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets long-horizon credit assignment for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","RoboMIND 2.0: A Multimodal, Bimanual Mobile Manipulation Dataset for Generalizable Embodied Intelligence belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2512.24653,High,targeted_search
Training Task Reasoning LLM Agents for Multi-turn Task Planning via Single-turn Reinforcement Learning,"Hanjiang Hu, Changliu Liu, Na Li, Yebin Wang",2025,ArXiv,arXiv:2509.20616v2,Policy|Planning|Reward|CreditAssignment|ToolUse|Reasoning|Verifier|Architecture,"In Training Task Reasoning LLM Agents for Multi-turn Task Planning via Single-turn Reinforcement Learning, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","Training Task Reasoning LLM Agents for Multi-turn Task Planning via Single-turn Reinforcement Learning belongs in scope because its LLM planner contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2509.20616v2,High,targeted_search
WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents,"Junteng Liu, Yunji Li, Chi Zhang, Jingyang Li, Aili Chen, Ke Ji, Weiyu Cheng, Zijia Wu, Chengyu Du, Qidi Xu, Jiayuan Song, Zhengmao Zhu, Wenhu Chen, Pengyu Zhao, Junxian He",2025,ArXiv,arXiv:2509.06501v3,Policy|Planning|Exploration|DatasetGeneration|Reasoning|Architecture|AgentTraining,"In WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets exploration and data collection efficiency for agents operating in web and tool-interaction tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents belongs in scope because its LLM planner contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2509.06501v3,High,prior_core|targeted_search
Experiential Reinforcement Learning,"Taiwei Shi, Sihao Chen, Bowen Jiang, Linxin Song, Longqi Yang, Jieyu Zhao",2026,ArXiv,arXiv:2602.13949v1,Policy|Reward|Exploration|Reasoning|Architecture,"In Experiential Reinforcement Learning, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Experiential Reinforcement Learning belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.13949v1,High,prior_core|targeted_search
OpAgent: Operator Agent for Web Navigation,"Yuyu Guo, Wenjie Yang, Siyuan Yang, Ziyang Liu, Cheng Chen, Yuan Wei, Yun Hu, Yang Huang, Guoliang Hao, Dongsheng Yuan, Jianming Wang, Xin Chen, Hang Yu, Lei Lei, Peng Di",2026,ArXiv,arXiv:2602.13559v1,Policy|Planning|Reward|CreditAssignment|DatasetGeneration|OfflineRL|LanguageConditioning|Architecture|AgentTraining,"In OpAgent: Operator Agent for Web Navigation, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in web and tool-interaction tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","OpAgent: Operator Agent for Web Navigation belongs in scope because its LLM planner contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.13559v1,High,prior_core|targeted_search
World Models as an Intermediary between Agents and the Real World,Sherry Yang,2026,ArXiv,arXiv:2602.00785v1,Policy|Planning|Reward|WorldModel|DatasetGeneration|ToolUse|Simulation|Verifier|Architecture,"In World Models as an Intermediary between Agents and the Real World, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","World Models as an Intermediary between Agents and the Real World belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.00785v1,High,prior_core|targeted_search
"Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI","Ningquan Gu, Mitsuhiro Hayashibe, Kyo Kutsuzawa, Hui Yu",2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1752914,Policy|Planning|Reward|DatasetGeneration|ToolUse|Simulation|Architecture,"In Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7128083527,High,targeted_search
PRL: Process Reward Learning Improves LLMs' Reasoning Ability and Broadens the Reasoning Boundary,"Jiarui Yao, Ruida Wang, Tong Zhang",2026,ArXiv.org,arXiv:2601.10201,Policy|Reward|Exploration|Reasoning|TreeSearch|Verifier|Architecture,"In PRL: Process Reward Learning Improves LLMs' Reasoning Ability and Broadens the Reasoning Boundary, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","PRL: Process Reward Learning Improves LLMs' Reasoning Ability and Broadens the Reasoning Boundary belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.10201,High,targeted_search
Robust Tool Use via Fission-GRPO: Learning to Recover from Execution Errors,"Zhiwei Zhang, Fei Zhao, Rui Wang, Zezhong Wang, Bin Liang, Jiakang Wang, Yao Hu, Shaosheng Cao, Kam-Fai Wong",2026,ArXiv,arXiv:2601.15625v1,Policy|Reward|CreditAssignment|Exploration|DatasetGeneration|ToolUse|Simulation|Architecture,"In Robust Tool Use via Fission-GRPO: Learning to Recover from Execution Errors, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","Robust Tool Use via Fission-GRPO: Learning to Recover from Execution Errors belongs in scope because its LLM reward/feedback module contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.15625v1,High,prior_core|targeted_search
STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order,"Chengyang Gu, Yuxin Pan, Hui Xiong, Yize Chen",2026,ArXiv.org,arXiv:2601.08107,Policy|Planning|Reward|CreditAssignment|DatasetGeneration|OfflineRL|ToolUse|Architecture,"In STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in offline RL benchmarks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.08107,High,targeted_search
Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling,"Yubao Zhao, Weiquan Huang, Sudong Wang, Ruochen Zhao, Chen Chen, Yao Shu, Chengwei Qin",2026,ArXiv,arXiv:2602.03719v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Architecture,"In Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.03719v1,High,prior_core|targeted_search
"Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms","Association for Artificial Intelligence 2026, Qun Ma, Xia Xie, Xiao Xue, XuWen Zhang",2026,Underline Science Inc.,10.48448/8p81-ba98,Policy|Reward|Exploration|DatasetGeneration|ToolUse|Simulation|MultiAgent|Architecture,"In Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7128690498,High,targeted_search
Adaptive Uncertainty-Aware Tree Search for Robust Reasoning,"Zeen Song, Zihao Ma, Wenwen Qiang, Changwen Zheng, Gang Hua",2026,ArXiv,arXiv:2602.06493v1,Policy|Reward|Reasoning|TreeSearch|Verifier|Architecture,"In Adaptive Uncertainty-Aware Tree Search for Robust Reasoning, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Adaptive Uncertainty-Aware Tree Search for Robust Reasoning belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.06493v1,High,prior_core|targeted_search
AT$^2$PO: Agentic Turn-based Policy Optimization via Tree Search,"Zefang Zong, Dingwei Chen, Yang Li, Qi Yi, Bo Zhou, Chengming Li, Bo Qian, Peng Chen, Jie Jiang",2026,ArXiv,arXiv:2601.04767v1,Policy|Reward|CreditAssignment|Exploration|Reasoning|TreeSearch|Verifier|Architecture|HybridRL,"In AT$^2$PO: Agentic Turn-based Policy Optimization via Tree Search, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","AT$^2$PO: Agentic Turn-based Policy Optimization via Tree Search belongs in scope because its LLM reward/feedback module contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.04767v1,High,prior_core|targeted_search
CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments,"Jinghan Yang, Jingyi Hou, Xinbo Yu, Wei He, Yifan Wu",2026,ArXiv,arXiv:2602.09367v1,Policy|Planning|DatasetGeneration|Reasoning|Simulation|Architecture,"In CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.09367v1,High,prior_core|targeted_search
CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport,"Joachim Yann Despature, Kazuki Shibata, Takamitsu Matsubara",2026,ArXiv,arXiv:2602.07776v1,Policy|Simulation|LanguageConditioning|MultiAgent|Architecture|HybridRL,"In CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.07776v1,High,prior_core|targeted_search
CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems,"Tong Xie, Yijiahao Qi, Jinqi Wen, Zishen Wan, Yanchi Dong, Zihao Wang, Shaofei Cai, Yitao Liang, Tianyu Jia, yuan wang, Runsheng Wang, Meng Li",2026,arXiv (Cornell University),arXiv:2601.14140,Policy|Planning|Architecture,"In CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets policy improvement and return optimization for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.14140,High,targeted_search
Learning from the Irrecoverable: Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning,"Qiao Liang, Yuke Zhu, Chao Ge, Lei Yang, Ying Shen, Bo Zheng, Sheng Guo",2026,ArXiv,arXiv:2602.09598v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Reasoning|Verifier|Architecture,"In Learning from the Irrecoverable: Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Learning from the Irrecoverable: Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.09598v1,High,prior_core|targeted_search
LLM-TOC: LLM-Driven Theory-of-Mind Adversarial Curriculum for Multi-Agent Generalization,"Chenxu Wang, Jiang Yuan, Tianqi Yu, Xinyue Jiang, Liuyu Xiang, Junge Zhang, Zhaofeng He",2026,Preprints.org,10.20944/preprints202602.1147.v1,Policy|Reward|Exploration|ToolUse|Curriculum|MultiAgent|Architecture,"In LLM-TOC: LLM-Driven Theory-of-Mind Adversarial Curriculum for Multi-Agent Generalization, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in game-like sequential decision tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","LLM-TOC: LLM-Driven Theory-of-Mind Adversarial Curriculum for Multi-Agent Generalization belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7129003664,High,targeted_search
MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation,"Shijie Wang, Pengfei Li, Yikun Fu, Kaifeng Liu, Fangyuan Li, Yang Liu, Xiaowei Sun, Zonglin Li, Siyao Zhao, Jian Zhao, Kai Tian, Dong Li, Junqi Gao, Yutong Zhang, Yiqun Chen, Yuqiang Li, Zoe Li, Weinan Zhang, Peng Ye, Shuyue Hu, Lei Bai, Bowen Zhou, Kaiyan Zhang, Biqing Qi",2026,ArXiv,arXiv:2602.07848v1,Policy|Exploration|Reasoning|TreeSearch|Verifier|LanguageConditioning|MultiAgent|Architecture|AgentTraining,"In MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets exploration and data collection efficiency for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.07848v1,High,prior_core|targeted_search
medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions,"Qianyi Xu, Gousia Habib, Feng Wu, Yanrui Du, Zhihui Chen, Swapnil Mishra, Dilruk Perera, Mengling Feng",2026,ArXiv,arXiv:2602.03305v2,Policy|Reward|OfflineRL|Architecture,"In medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.03305v2,High,prior_core|targeted_search
Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining,"Association for Artificial Intelligence 2026, Yitong Duan, Li Jian, Yu Shi",2026,Underline Science Inc.,10.48448/q4pk-2g71,Policy|Exploration|Reasoning|TreeSearch|LanguageConditioning|Architecture,"In Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining, the method integrates an LLM-guided policy module into the RL loop rather than using RL solely to tune an LLM. The approach targets exploration and data collection efficiency for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining belongs in scope because its language-conditioned policy module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,openalex,https://openalex.org/W7128677444,High,targeted_search
Save the Good Prefix: Precise Error Penalization via Process-Supervised RL to Enhance LLM Reasoning,"Haolin Liu, Dian Yu, Sidi Lu, Yujun Zhou, Rui Liu, Zhenwen Liang, Haitao Mi, Chen-Yu Wei, Dong Yu",2026,arXiv (Cornell University),arXiv:2601.18984,Policy|Reward|CreditAssignment|Reasoning|Verifier|Architecture,"In Save the Good Prefix: Precise Error Penalization via Process-Supervised RL to Enhance LLM Reasoning, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Save the Good Prefix: Precise Error Penalization via Process-Supervised RL to Enhance LLM Reasoning belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.18984,High,targeted_search
STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models,"Jiliang Ni, Jiachen Pu, Zhongyi Yang, Jingfeng Luo, Conggang Hu",2026,ArXiv,arXiv:2602.03022v1,Policy|Reward|Exploration|Curriculum|Architecture,"In STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models belongs in scope because its LLM reward/feedback module directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.03022v1,High,prior_core|targeted_search
Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction,"Xingjie Gao, Pengcheng Huang, Zhenghao Liu, Yukun Yan, Shuo Wang, Zulong Chen, Chen Qian, Ge Yu, Yu Gu",2026,ArXiv,arXiv:2601.12762v1,Policy|Planning|Exploration|ToolUse|Verifier|Architecture,"In Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets exploration and data collection efficiency for agents operating in interactive RL tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.12762v1,High,prior_core|targeted_search
Temperature as a Meta-Policy: Adaptive Temperature in LLM Reinforcement Learning,"Haoran Dang, Cuiling Lan, Hai Wan, Xibin Zhao, Yan Lu",2026,ArXiv,arXiv:2602.11779v1,Policy|Reward|CreditAssignment|Exploration|Reasoning|Architecture,"In Temperature as a Meta-Policy: Adaptive Temperature in LLM Reinforcement Learning, the method integrates an LLM reward/feedback module into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in interactive RL tasks. The experiments include mixed training components, but the reported gains are tied to improved agent behavior in RL-style interaction loops.","Temperature as a Meta-Policy: Adaptive Temperature in LLM Reinforcement Learning belongs in scope because its LLM reward/feedback module contains mixed objectives but explicitly improves RL-agent behavior in the environment loop, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.11779v1,High,prior_core|targeted_search
"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs","Jingdi Chen, Hanqing Yang, Zongjun Liu, Carlee Joe-Wong",2026,ArXiv,arXiv:2602.11583v1,Policy|Planning|Reward|Reasoning|Simulation|LanguageConditioning|MultiAgent|Architecture,"In The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs, the method integrates an LLM planner into the RL loop rather than using RL solely to tune an LLM. The approach targets reward design or reward shaping for agents operating in embodied robotic tasks. The empirical section reports comparative experiments against RL or agent baselines and analyzes improvements in task success and decision quality.","The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs belongs in scope because its LLM planner directly improves RL-agent learning or decision-making, which is LLM-to-RL directionality rather than RL post-training for LLM quality.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.11583v1,High,prior_core|targeted_search
