Title,Authors,Year,Venue,ArXiv_or_DOI,Primary_Reason_Excluded,Verification_Provider,Verification_URL,Provenance
Training LLMs for Divide-and-Conquer Reasoning Elevates Test-Time Scalability,"Xiao Liang, Zhong-Zhi Li, Zhenghao Lin, Eric Hancheng Jiang, Hengyuan Zhang, Yelong Shen, Kai-Wei Chang, Ying Nian Wu, Yeyun Gong, Weizhu Chen",2026,arXiv (Cornell University),arXiv:2602.02477,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2602.02477,targeted_search
TRE: Encouraging Exploration in the Trust Region,"Chao Huang, Yujing Lu, Quangang Li, Shenghe Wang, Yan Wang, Yueyang Zhang, Long Xia, Jiashu Zhao, Zhiyuan Sun, Daiting Shi, Tingwen Liu",2026,ArXiv,arXiv:2602.03635v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.03635v1,targeted_search
TSR: Trajectory-Search Rollouts for Multi-Turn RL of LLM Agents,"Aladin Djuhera, Swanand Ravindra Kadhe, Farhan Ahmed, Holger Boche",2026,ArXiv,arXiv:2602.11767v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.11767v1,targeted_search
TSR: Trajectory-Search Rollouts for Multi-Turn RL of LLM Agents,"Aladin Djuhera, Swanand Kadhe, Farhan Ahmed, Holger Boche",2026,arXiv (Cornell University),arXiv:2602.11767,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.11767,targeted_search
TVCACHE: A Stateful Tool-Value Cache for Post-Training LLM Agents,"Abhishek Vijaya Kumar, Bhaskar Kataria, Byungsoo Oh, Emaad Manzoor, Rachee Singh",2026,ArXiv,arXiv:2602.10986v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2602.10986v1,targeted_search
Understanding and Exploiting Weight Update Sparsity for Communication-Efficient Distributed RL,"Erfan Miahi, Eugene Belilovsky",2026,ArXiv,arXiv:2602.03839v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2602.03839v1,targeted_search
Unveiling Implicit Advantage Symmetry: Why GRPO Struggles with Exploration and Difficulty Adaptation,"Zhiqi Yu, Zhangquan Chen, Mengting Liu, Heye Zhang, Liangqiong Qu",2026,ArXiv,arXiv:2602.05548v2,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.05548v2,targeted_search
VESPO: Variational Sequence-Level Soft Policy Optimization for Stable Off-Policy LLM Training,"Guobin Shen, Chenxiao Zhao, Xiang Cheng, Lei Huang, Xing Yu",2026,ArXiv,arXiv:2602.10693v1,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2602.10693v1,papers.csv|targeted_search
Video-OPD: Efficient Post-Training of Multimodal Large Language Models for Temporal Video Grounding via On-Policy Distillation,"Jiaze Li, Hao Yin, Haoran Xu, Boshen Xu, Wenhui Tan, Zewen He, Jianzhong Ju, Zhenbo Luo, Jian Luan",2026,ArXiv,arXiv:2602.02994v1,"Primary scope leak markers detected: GRPO, Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.02994v1,papers.csv|pdf_ref|targeted_search
VowelPrompt: Hearing Speech Emotions from Text via Vowel-level Prosodic Augmentation,"Yancheng Wang, Osama Hanna, Ruiming Xie, Xianfeng Rui, Maohao Shen, Xuedong Zhang, Christian Fuegen, Jilong Wu, Debjyoti Paul, Arthur Guo, Zhihong Lei, Ozlem Kalinli, Qing He, Yingzhen Yang",2026,ArXiv,arXiv:2602.06270v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.06270v1,targeted_search
What does RL improve for Visual Reasoning? A Frankenstein-Style Analysis,"Xirui Li, Ming Li, Tianyi Zhou",2026,ArXiv,arXiv:2602.12395v1,"Primary scope leak markers detected: Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.12395v1,targeted_search
When Do Multi-Agent Systems Outperform? Analysing the Learning Efficiency of Agentic Systems,"Junwei Su, Chuan Wu",2026,ArXiv,arXiv:2602.08272v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.08272v1,targeted_search
When Do Multi-Agent Systems Outperform? Analysing the Learning Efficiency of Agentic Systems,"Junwei Su, Chuan Wu",2026,arXiv (Cornell University),arXiv:2602.08272,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.08272,targeted_search
Where-to-Unmask: Ground-Truth-Guided Unmasking Order Learning for Masked Diffusion Language Models,"Hikaru Asano, Tadashi Kozuno, Kuniaki Saito, Yukino Baba",2026,ArXiv,arXiv:2602.09501v1,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2602.09501v1,papers.csv|targeted_search
RLHF Deciphered: A Critical Analysis of Reinforcement Learning from Human Feedback for LLMs,"Shreyas Chaudhari, Pranjal Aggarwal, Vishvak Murahari, Tanmay Rajpurohit, Ashwin Kalyan, Karthik Narasimhan, Ameet Deshpande, Bruno Castro da Silva",2025,ACM Computing Surveys,10.1145/3743127,Primary scope leak markers detected: RLHF,openalex,https://openalex.org/W4411063470,papers.csv
"Multi-Step Reasoning with Large Language Models, a Survey","Aske Plaat, Annie Wong, Suzan Verberne, Joost Broekens, Bas van Stein, Thomas Bäck",2025,ACM Computing Surveys,10.1145/3774896,Primary scope leak markers detected: ImproveLLMReasoning,openalex,https://openalex.org/W4415915064,papers.csv|pdf_ref
HybridFlow: A Flexible and Efficient RLHF Framework,"Guangming Sheng, Chi Zhang, Zilingfeng Ye, Xibin Wu, Wang Zhang, Ru Zhang, Yanghua Peng, Haibin Lin, Chuan Wu",2025,Proceedings of the Twentieth European Conference on Computer Systems,10.1145/3689031.3696075,"Primary scope leak markers detected: RLHF, Alignment",openalex,https://openalex.org/W4403883066,papers.csv|pdf_ref
Logic-RL: Unleashing LLM Reasoning with Rule-Based Reinforcement Learning,"Tian Xie, Zitian Gao, Qingnan Ren, Haoming Luo, Yuqian Hong, Bryan Dai, Joey Zhou, Kai Qiu, Zhirong Wu, Chong Luo",2025,ArXiv,arXiv:2502.14768v1,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2502.14768v1,papers.csv
Process Reinforcement through Implicit Rewards,"Ganqu Cui, Lifan Yuan, Zefan Wang, Hanbin Wang, Yuchen Zhang, Jiacheng Chen, Wendi Li, Bingxiang He, Yuchen Fan, Tianyu Yu, Qixin Xu, Weize Chen, Jiarui Yuan, Huayu Chen, Kaiyan Zhang, Xingtai Lv, Shuo Wang, Yuan Yao, Xu Han, Hao Peng, Yu Cheng, Zhiyuan Liu, Maosong Sun, Bowen Zhou, Ning Ding",2025,ArXiv,arXiv:2502.01456v2,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2502.01456v2,papers.csv
Rewarding Graph Reasoning Process makes LLMs more Generalized Reasoners,"Miao Peng, Nuo Chen, Zongrui Suo, Jia Li",2025,Unknown venue,10.1145/3711896.3737109,"Primary scope leak markers detected: DPO, PreferenceOptimization",openalex,https://openalex.org/W4412877046,targeted_search
Vision-R1: Incentivizing Reasoning Capability in Multimodal Large Language Models,"Wenxuan Huang, Bohan Jia, Zijie Zhai, Shaosheng Cao, Zheyu Ye, Fei Zhao, Zhe Xu, Yao Hu, Shaohui Lin",2025,ArXiv,arXiv:2503.06749v3,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2503.06749v3,papers.csv|pdf_ref
A Minimalist Approach to LLM Reasoning: from Rejection Sampling to Reinforce,"Wei Xiong, Jiarui Yao, Yuhui Xu, Bo Pang, Lei Wang, Doyen Sahoo, Junnan Li, Nan Jiang, Tong Zhang, Caiming Xiong, Hanze Dong",2025,ArXiv,arXiv:2504.11343v2,"Primary scope leak markers detected: GRPO, PostTraining",arxiv,https://arxiv.org/abs/2504.11343v2,papers.csv
A Sober Look at Progress in Language Model Reasoning: Pitfalls and Paths to Reproducibility,"Andreas Hochlehnert, Hardik Bhatnagar, Vishaal Udandarao, Samuel Albanie, Ameya Prabhu, Matthias Bethge",2025,ArXiv,arXiv:2504.07086v2,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2504.07086v2,papers.csv|pdf_ref
ABBEL: LLM Agents Acting through Belief Bottlenecks Expressed in Language,"Aly Lidayan, Jakob Bjorner, Satvik Golechha, Kartik Goyal, Alane Suhr",2025,ArXiv,arXiv:2512.20111v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2512.20111v1,targeted_search
ACE-RLHF: Automated Code Evaluation and Socratic Feedback Generation Tool using Large Language Models and Reinforcement Learning with Human Feedback,"Tasnia Rahman, Sathish A. P. Kumar, Sumit Jha, Arvind Ramanathan",2025,ArXiv,arXiv:2504.04657v1,Primary scope leak markers detected: RLHF,arxiv,https://arxiv.org/abs/2504.04657v1,papers.csv|pdf_ref|targeted_search
AdaTooler-V: Adaptive Tool-Use for Images and Videos,"Chaoyang Wang, Kaituo Feng, Dongyang Chen, Zhongyu Wang, Zhixun Li, Sicheng Gao, Meng Meng, Xu Zhou, Manyuan Zhang, Yuzhang Shang, Xiangyu Yue",2025,ArXiv,arXiv:2512.16918v2,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2512.16918v2,targeted_search
Advancing SLM Tool-Use Capability using Reinforcement Learning,"Dhruvi Paprunia, Vansh Kharidia, Pankti Doshi",2025,ArXiv,arXiv:2509.04518v2,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2509.04518v2,targeted_search
Adversarial Attack-Defense Co-Evolution for LLM Safety Alignment via Tree-Group Dual-Aware Search and Optimization,"Li, Xurui, Song, Kaisong, Zhu, Rui, Chen, Pin-Yu, Tang, Haixu",2025,arXiv (Cornell University),arXiv:2511.19218,"Primary scope leak markers detected: PPO_for_LLM, Alignment",arxiv,https://arxiv.org/abs/2511.19218,targeted_search
Agent RL Scaling Law: Agent RL with Spontaneous Code Execution for Mathematical Problem Solving,"Xinji Mai, Haotian Xu, Zhong-Zhi Li, Xing W, Weinong Wang, Jian Hu, Yingying Zhang, Wenqiang Zhang",2025,ArXiv,arXiv:2505.07773v4,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2505.07773v4,targeted_search
Agent Safety Alignment via Reinforcement Learning,"Zeyang Sha, Hanling Tian, Zhuoer Xu, Shiwen Cui, Changhua Meng, Weiqiang Wang",2025,ArXiv,arXiv:2507.08270v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2507.08270v1,targeted_search
Agent0: Unleashing Self-Evolving Agents from Zero Data via Tool-Integrated Reasoning,"Peng Xia, Kaide Zeng, Jiaqi Liu, Can Qin, Fang Wu, Yiyang Zhou, Caiming Xiong, Huaxiu Yao",2025,ArXiv,arXiv:2511.16043v1,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2511.16043v1,targeted_search
Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,"Zhenzhou Tang, Fang Wang, Huixin He, Jiale Zhou, Tian Lv, Jun Zhu, S. Chen, Minghao Yang, Yu Wang, Jiayang Wu, Yidong Song, Jianhua Yao",2025,arXiv (Cornell University),arXiv:2511.21075,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2511.21075,targeted_search
ARPO:End-to-End Policy Optimization for GUI Agents with Experience Replay,"Fanbin Lu, Zhisheng Zhong, Shu Liu, Chi-Wing Fu, Jiaya Jia",2025,ArXiv,arXiv:2505.16282v1,"Primary scope leak markers detected: GRPO, PreferenceOptimization",arxiv,https://arxiv.org/abs/2505.16282v1,targeted_search
AutoTIR: Autonomous Tools Integrated Reasoning via Reinforcement Learning,"Yifan Wei, Xiaoyan Yu, Yixuan Weng, Tengfei Pan, Angsheng Li, Li Du",2025,ArXiv,arXiv:2507.21836v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2507.21836v1,targeted_search
Beyond the 80/20 Rule: High-Entropy Minority Tokens Drive Effective Reinforcement Learning for LLM Reasoning,"Shenzhi Wang, Le Yu, Chang Gao, Chujie Zheng, Shixuan Liu, Rui Lu, Kai Dang, Xionghui Chen, Jianxin Yang, Zhenru Zhang, Yuqiong Liu, An Yang, Andrew Zhao, Yang Yue, Shiji Song, Bowen Yu, Gao Huang, Junyang Lin",2025,ArXiv,arXiv:2506.01939v2,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2506.01939v2,papers.csv
DAPO: An Open-Source LLM Reinforcement Learning System at Scale,"Qiying Yu, Zheng Zhang, Ruofei Zhu, Yufeng Yuan, Xiaochen Zuo, Yu Yue, Weinan Dai, Tiantian Fan, Gaohong Liu, Lingjun Liu, Xin Liu, Haibin Lin, Zhiqi Lin, Bole Ma, Guangming Sheng, Yuxuan Tong, Chi Zhang, Mofan Zhang, Wang Zhang, Hang Zhu, Jinhua Zhu, Jiaze Chen, Jiangjie Chen, Chengyi Wang, Hongli Yu, Yuxuan Song, Xiangpeng Wei, Hao Zhou, Jingjing Liu, Wei-Ying Ma, Ya-Qin Zhang, Lin Yan, Mu Qiao, Yonghui Wu, Mingxuan Wang",2025,ArXiv,arXiv:2503.14476v2,Primary scope leak markers detected: PPO_for_LLM,arxiv,https://arxiv.org/abs/2503.14476v2,papers.csv
DeepSeek-V3.2: Pushing the Frontier of Open Large Language Models,"DeepSeek-AI, Aixin Liu, Aoxue Mei, Bangcai Lin, Bing Xue, Bingxuan Wang, Bingzheng Xu, Bochao Wu, Bowei Zhang, Chaofan Lin, Chen Dong, Chengda Lu, Chenggang Zhao, Chengqi Deng, Chenhao Xu, Chong Ruan, Damai Dai, Daya Guo, Dejian Yang, Deli Chen, Erhang Li, Fangqi Zhou, Fangyun Lin, Fucong Dai, Guangbo Hao, Guanting Chen, Guowei Li, H. Zhang, Hanwei Xu, Hao Li, Haofen Liang, Haoran Wei, Haowei Zhang, Haowen Luo, Haozhe Ji, Honghui Ding, Hongxuan Tang, Huanqi Cao, Huazuo Gao, Hui Qu, Hui Zeng, Jialiang Huang, Jiashi Li, Jiaxin Xu, Jiewen Hu, Jingchang Chen, Jingting Xiang, Jingyang Yuan, Jingyuan Cheng, Jinhua Zhu, Jun Ran, Junguang Jiang, Junjie Qiu, Junlong Li, Junxiao Song, Kai Dong, Kaige Gao, Kang Guan, Kexin Huang, Kexing Zhou, Kezhao Huang, Kuai Yu, Lean Wang, Lecong Zhang, Lei Wang, Liang Zhao, Liangsheng Yin, Lihua Guo, Lingxiao Luo, Linwang Ma, Litong Wang, Liyue Zhang, M. S. Di, M. Y Xu, Mingchuan Zhang, Minghua Zhang, Minghui Tang, Mingxu Zhou, Panpan Huang, Peixin Cong, Peiyi Wang, Qiancheng Wang, Qihao Zhu, Qingyang Li, Qinyu Chen, Qiushi Du, Ruiling Xu, Ruiqi Ge, Ruisong Zhang, Ruizhe Pan, Runji Wang, Runqiu Yin, Runxin Xu, Ruomeng Shen, Ruoyu Zhang, S. H. Liu, Shanghao Lu, Shangyan Zhou, Shanhuang Chen, Shaofei Cai, Shaoyuan Chen, Shengding Hu, Shengyu Liu, Shiqiang Hu, Shirong Ma, Shiyu Wang, Shuiping Yu, Shunfeng Zhou, Shuting Pan, Songyang Zhou, Tao Ni, Tao Yun, Tian Pei, Tian Ye, Tianyuan Yue, Wangding Zeng, Wen Liu, Wenfeng Liang, Wenjie Pang, Wenjing Luo, Wenjun Gao, Wentao Zhang, Xi Gao, Xiangwen Wang, Xiao Bi, Xiaodong Liu, Xiaohan Wang, Xiaokang Chen, Xiaokang Zhang, Xiaotao Nie, Xin Cheng, Xin Liu, Xin Xie, Xingchao Liu, Xingkai Yu, Xingyou Li, Xinyu Yang, Xinyuan Li, Xu Chen, Xuecheng Su, Xuehai Pan, Xuheng Lin, Xuwei Fu, Y. Q. Wang, Yang Zhang, Yanhong Xu, Yanru Ma, Yao Li, Yao Li, Yao Zhao, Yaofeng Sun, Yaohui Wang, Yi Qian, Yi Yu, Yichao Zhang, Yifan Ding, Yifan Shi, Yiliang Xiong, Ying He, Ying Zhou, Yinmin Zhong, Yishi Piao, Yisong Wang, Yixiao Chen, Yixuan Tan, Yixuan Wei, Yiyang Ma, Yiyuan Liu, Yonglun Yang, Yongqiang Guo, Yongtong Wu, Yu Wu, Yuan Cheng, Yuan Ou, Yuanfan Xu, Yuduan Wang, Yue Gong, Yuhan Wu, Yuheng Zou, Yukun Li, Yunfan Xiong, Yuxiang Luo, Yuxiang You, Yuxuan Liu, Yuyang Zhou, Z. F. Wu, Z. Z. Ren, Zehua Zhao, Zehui Ren, Zhangli Sha, Zhe Fu, Zhean Xu, Zhenda Xie, Zhengyan Zhang, Zhewen Hao, Zhibin Gou, Zhicheng Ma, Zhigang Yan, Zhihong Shao, Zhixian Huang, Zhiyu Wu, Zhuoshu Li, Zhuping Zhang, Zian Xu, Zihao Wang, Zihui Gu, Zijia Zhu, Zilin Li, Zipeng Zhang, Ziwei Xie, Ziyi Gao, Zizheng Pan, Zongqing Yao, Bei Feng, Hui Li, J. L. Cai, Jiaqi Ni, Lei Xu, Meng Li, Ning Tian, R. J. Chen, R. L. Jin, S. S. Li, Shuang Zhou, Tianyu Sun, X. Q. Li, Xiangyue Jin, Xiaojin Shen, Xiaosha Chen, Xinnan Song, Xinyi Zhou, Y. X. Zhu, Yanping Huang, Yaohui Li, Yi Zheng, Yuchen Zhu, Yunxian Ma, Zhen Huang, Zhipeng Xu, Zhongyu Zhang, Dongjie Ji, Jian Liang, Jianzhong Guo, Jin Chen, Leyi Xia, Miaojun Wang, Mingming Li, Peng Zhang, Ruyi Chen, Shangmian Sun, Shaoqing Wu, Shengfeng Ye, T. Wang, W. L. Xiao, Wei An, Xianzu Wang, Xiaowen Sun, Xiaoxiang Wang, Ying Tang, Yukun Zha, Zekai Zhang, Zhe Ju, Zhen Zhang, Zihua Qu",2025,ArXiv,arXiv:2512.02556v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2512.02556v1,papers.csv|pdf_ref|targeted_search
Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,"Yang Yue, Zhiqi Chen, Rui Lu, Andrew Zhao, Zhaokai Wang, Yang Yue, Shiji Song, Gao Huang",2025,ArXiv,arXiv:2504.13837v5,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2504.13837v5,papers.csv|pdf_ref
EARL: Efficient Agentic Reinforcement Learning Systems for Large Language Models,"Zheyue Tan, Mustapha Abdullahi, Tuo Shi, Huining Yuan, Zelai Xu, Chao Yu, Boxun Li, Bo Zhao",2025,ArXiv,arXiv:2510.05943v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2510.05943v1,papers.csv|pdf_ref|targeted_search
GPG: A Simple and Strong Reinforcement Learning Baseline for Model Reasoning,"Xiangxiang Chu, Hailang Huang, Xiao Zhang, Fei Wei, Yong Wang",2025,ArXiv,arXiv:2504.02546v4,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2504.02546v4,papers.csv|pdf_ref
How Do LLMs Fail In Agentic Scenarios? A Qualitative Analysis of Success and Failure Scenarios of Various LLMs in Agentic Simulations,JV Roig,2025,ArXiv,arXiv:2512.07497v2,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2512.07497v2,targeted_search
Inference-Time Scaling for Generalist Reward Modeling,"Zijun Liu, Peiyi Wang, Runxin Xu, Shirong Ma, Chong Ruan, Peng Li, Yang Liu, Yu Wu",2025,ArXiv,arXiv:2504.02495v3,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2504.02495v3,papers.csv
Learned-Rule-Augmented Large Language Model Evaluators,"Jie Meng, Mao Jin",2025,arXiv (Cornell University),arXiv:2512.01958,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2512.01958,papers.csv|pdf_ref|targeted_search
Learning to Reason without External Rewards,"Xuandong Zhao, Zhewei Kang, Aosong Feng, Sergey Levine, Dawn Song",2025,ArXiv,arXiv:2505.19590v2,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2505.19590v2,papers.csv
LLM Post-Training: A Deep Dive into Reasoning Large Language Models,"Komal Kumar, Tajamul Ashraf, Omkar Thawakar, Rao Muhammad Anwer, Hisham Cholakkal, Mubarak Shah, Ming-Hsuan Yang, Phillip H. S. Torr, Fahad Shahbaz Khan, Salman Khan",2025,ArXiv,arXiv:2502.21321v2,"Primary scope leak markers detected: Alignment, PostTraining",arxiv,https://arxiv.org/abs/2502.21321v2,papers.csv|pdf_ref
Perceptual-Evidence Anchored Reinforced Learning for Multimodal Reasoning,"Zhang, Chi, Qiu, Haibo, Zhang, Qiming, Xu, Yufei, Zeng, Zhixiong, Yang, Siqi, Shi, Peng, Ma, Lin, Zhang, Jing",2025,arXiv (Cornell University),arXiv:2511.18437,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2511.18437,targeted_search
PokeeResearch: Effective Deep Research via Reinforcement Learning from AI Feedback and Robust Reasoning Scaffold,"Yi Wan, Jiuqi Wang, Liam Li, Jinsong Liu, Ruihao Zhu, Zheqing Zhu",2025,ArXiv,arXiv:2510.15862v3,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2510.15862v3,papers.csv|pdf_ref|targeted_search
Process-Supervised Reinforcement Learning for Code Generation,"Association for Computational Linguistics 2025, Huang, Hua, Jiang, Wenbin, Ye, Yufan, Zhang, Ting",2025,Underline Science Inc.,10.48448/jtza-tx22,"Primary scope leak markers detected: DPO, PreferenceOptimization",openalex,https://openalex.org/W7106840916,targeted_search
Reinforcement Learning-Augmented LLM Agents for Collaborative Decision Making and Performance Optimization,"Dong Qiu, Duo Xu, Limengxi Yue",2025,ArXiv,arXiv:2512.24609v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2512.24609v1,targeted_search
RePlan: Reasoning-guided Region Planning for Complex Instruction-based Image Editing,"Qu, Tianyuan, Ke, Lei, Zhan, Xiaohang, Tang, Longxiang, Liu, Yuqi, Peng, Bohao, Yu, Bei, Yu, Dong, Jia, Jiaya",2025,arXiv (Cornell University),arXiv:2512.16864,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2512.16864,targeted_search
ReST-RL: Achieving Accurate Code Reasoning of LLMs with Optimized Self-Training and Decoding,"Sining Zhoubian, Dan Zhang, Jie Tang",2025,arXiv (Cornell University),arXiv:2508.19576,"Primary scope leak markers detected: DPO, GRPO",arxiv,https://arxiv.org/abs/2508.19576,targeted_search
RLFactory: A Plug-and-Play Reinforcement Learning Post-Training Framework for LLM Multi-Turn Tool-Use,"Jiajun Chai, Guojun Yin, Zekun Xu, Chuhuai Yue, Yi Jia, Siyu Xia, Xiaohan Wang, Jiwen Jiang, Xiaoguang Li, Chengqi Dong, Hang He, Wei Lin",2025,ArXiv,arXiv:2509.06980v1,"Primary scope leak markers detected: GRPO, PostTraining",arxiv,https://arxiv.org/abs/2509.06980v1,targeted_search
ROAD: Reflective Optimization via Automated Debugging for Zero-Shot Agent Alignment,"Natchaya Temyingyong, Daman Jain, Neeraj Kumarsahu, Prabhat Kumar, Rachata Phondi, Wachiravit Modecrua, Krittanon Kaewtawee, Krittin Pachtrachai, Touchapon Kraisingkorn",2025,ArXiv,arXiv:2512.24040v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2512.24040v1,targeted_search
Semantic Soft Bootstrapping: Long Context Reasoning in LLMs without Reinforcement Learning,"Purbesh Mitra, Şennur Ulukuş",2025,arXiv (Cornell University),arXiv:2512.05105,"Primary scope leak markers detected: GRPO, PostTraining",arxiv,https://arxiv.org/abs/2512.05105,papers.csv|targeted_search
Synthetic Data Generation & Multi-Step RL for Reasoning & Tool Use,"Anna Goldie, Azalia Mirhoseini, Hao Zhou, Irene Cai, Christopher D. Manning",2025,ArXiv,arXiv:2504.04736v2,Primary scope leak markers detected: RLHF,arxiv,https://arxiv.org/abs/2504.04736v2,targeted_search
TableGPT-R1: Advancing Tabular Reasoning Through Reinforcement Learning,"Saisai Yang, Qingyi Huang, Jing Yuan, Liangyu Zha, Kai Tang, Yuhang Yang, Ning Wang, Yucheng Wei, Liyao Li, Wentao Ye, Hao Chen, Tao Zhang, Junlin Zhou, Haobo Wang, Gang Chen, Junbo Zhao",2025,ArXiv.org,arXiv:2512.20312,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2512.20312,targeted_search
The Alignment Auditor: A Bayesian Framework for Verifying and Refining LLM Objectives,"Matthieu Bou, Nyal Patel, Arjun Jagota, Satyapriya Krishna, Sonali Parbhoo",2025,arXiv (Cornell University),arXiv:2510.06096,"Primary scope leak markers detected: RLHF, Alignment",arxiv,https://arxiv.org/abs/2510.06096,targeted_search
The Silent Scholar Problem: A Probabilistic Framework for Breaking Epistemic Asymmetry in LLM Agents,"Zan-Kai Chong, Hiroyuki Ohsaki, Bryan Ng",2025,ArXiv,arXiv:2512.20884v1,Primary scope leak markers detected: RLHF,arxiv,https://arxiv.org/abs/2512.20884v1,targeted_search
The Surprising Effectiveness of Negative Reinforcement in LLM Reasoning,"Xinyu Zhu, Mengzhou Xia, Zhepei Wei, Wei-Lin Chen, Danqi Chen, Yu Meng",2025,ArXiv,arXiv:2506.01347v2,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2506.01347v2,papers.csv
Tool-Star: Empowering LLM-Brained Multi-Tool Reasoner via Reinforcement Learning,"Guanting Dong, Yifei Chen, Xiaoxi Li, Jiajie Jin, Hongjin Qian, Yutao Zhu, Hangyu Mao, Guorui Zhou, Zhicheng Dou, Ji-Rong Wen",2025,ArXiv,arXiv:2505.16410v1,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2505.16410v1,targeted_search
ToolExpander: Extending the Frontiers of Tool-Using Reinforcement Learning to Weak LLMs,"Fu Chen, Peng Wang, Xiyin Li, Wen Li, Shichi Lei, Dongdong Xiang",2025,ArXiv,arXiv:2510.07737v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2510.07737v1,targeted_search
ToolRL: Reward is All Tool Learning Needs,"Cheng Qian, Emre Can Acikgoz, Qi He, Hongru Wang, Xiusi Chen, Dilek Hakkani-Tür, Gokhan Tur, Heng Ji",2025,ArXiv,arXiv:2504.13958v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2504.13958v1,papers.csv|targeted_search
Turn-PPO: Turn-Level Advantage Estimation with PPO for Improved Multi-Turn RL in Agentic LLMs,"Junbo Li, Peng Zhou, Rui Meng, Meet P. Vadera, Lihong Li, Yang Li",2025,ArXiv,arXiv:2512.17008v2,"Primary scope leak markers detected: GRPO, PPO_for_LLM",arxiv,https://arxiv.org/abs/2512.17008v2,targeted_search
Veri-R1: Toward Precise and Faithful Claim Verification via Online Reinforcement Learning,"Qile He, Cheng Qian, X. Chen, Bin He, Yi Ren, Fung",2025,arXiv (Cornell University),arXiv:2510.01932,Primary scope leak markers detected: PPO_for_LLM,arxiv,https://arxiv.org/abs/2510.01932,targeted_search
World Modelling Improves Language Model Agents,"Shangmin Guo, Omar Darwiche Domingues, Raphaël Avalos, Aaron Courville, Florian Strub",2025,ArXiv,arXiv:2506.02918v2,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2506.02918v2,papers.csv|pdf_ref|targeted_search
