Title,Authors,Year,Venue,ArXiv_or_DOI,Primary_Reason_Excluded,Verification_Provider,Verification_URL,Provenance
PokeeResearch: Effective Deep Research via Reinforcement Learning from AI Feedback and Robust Reasoning Scaffold,"Yi Wan, Jiuqi Wang, Liam Li, Jinsong Liu, Ruihao Zhu, Zheqing Zhu",2025,ArXiv,arXiv:2510.15862v3,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2510.15862v3,targeted_search
Process-Supervised Reinforcement Learning for Code Generation,"Association for Computational Linguistics 2025, Huang, Hua, Jiang, Wenbin, Ye, Yufan, Zhang, Ting",2025,Underline Science Inc.,10.48448/jtza-tx22,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W7106840916,targeted_search
ReST-RL: Achieving Accurate Code Reasoning of LLMs with Optimized Self-Training and Decoding,"Sining Zhoubian, Dan Zhang, Jie Tang",2025,arXiv (Cornell University),arXiv:2508.19576,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2508.19576,targeted_search
RLFactory: A Plug-and-Play Reinforcement Learning Post-Training Framework for LLM Multi-Turn Tool-Use,"Jiajun Chai, Guojun Yin, Zekun Xu, Chuhuai Yue, Yi Jia, Siyu Xia, Xiaohan Wang, Jiwen Jiang, Xiaoguang Li, Chengqi Dong, Hang He, Wei Lin",2025,ArXiv,arXiv:2509.06980v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2509.06980v1,targeted_search
ROAD: Reflective Optimization via Automated Debugging for Zero-Shot Agent Alignment,"Natchaya Temyingyong, Daman Jain, Neeraj Kumarsahu, Prabhat Kumar, Rachata Phondi, Wachiravit Modecrua, Krittanon Kaewtawee, Krittin Pachtrachai, Touchapon Kraisingkorn",2025,ArXiv,arXiv:2512.24040v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2512.24040v1,targeted_search
Semantic Soft Bootstrapping: Long Context Reasoning in LLMs without Reinforcement Learning,"Purbesh Mitra, Şennur Ulukuş",2025,arXiv (Cornell University),arXiv:2512.05105,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2512.05105,targeted_search
Step-wise Policy for Rare-tool Knowledge (SPaRK): Offline RL that Drives Diverse Tool Use in LLMs,"Gabriel Bo, Koa Chang, Justin Gu",2025,ArXiv,arXiv:2507.11371v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2507.11371v1,targeted_search
TableGPT-R1: Advancing Tabular Reasoning Through Reinforcement Learning,"Saisai Yang, Qingyi Huang, Jing Yuan, Liangyu Zha, Kai Tang, Yuhang Yang, Ning Wang, Yucheng Wei, Liyao Li, Wentao Ye, Hao Chen, Tao Zhang, Junlin Zhou, Haobo Wang, Gang Chen, Junbo Zhao",2025,ArXiv.org,arXiv:2512.20312,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2512.20312,targeted_search
The Alignment Auditor: A Bayesian Framework for Verifying and Refining LLM Objectives,"Matthieu Bou, Nyal Patel, Arjun Jagota, Satyapriya Krishna, Sonali Parbhoo",2025,arXiv (Cornell University),arXiv:2510.06096,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2510.06096,targeted_search
The Silent Scholar Problem: A Probabilistic Framework for Breaking Epistemic Asymmetry in LLM Agents,"Zan-Kai Chong, Hiroyuki Ohsaki, Bryan Ng",2025,ArXiv,arXiv:2512.20884v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2512.20884v1,targeted_search
The Surprising Effectiveness of Negative Reinforcement in LLM Reasoning,"Xinyu Zhu, Mengzhou Xia, Zhepei Wei, Wei-Lin Chen, Danqi Chen, Yu Meng",2025,ArXiv,arXiv:2506.01347v2,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2506.01347v2,papers.csv
ToolRL: Reward is All Tool Learning Needs,"Cheng Qian, Emre Can Acikgoz, Qi He, Hongru Wang, Xiusi Chen, Dilek Hakkani-Tür, Gokhan Tur, Heng Ji",2025,ArXiv,arXiv:2504.13958v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2504.13958v1,papers.csv|targeted_search
ToolRM: Towards Agentic Tool-Use Reward Modeling,"Renhao Li, Jianhong Tu, Yang Su, Yantao Liu, Fei Huang, Hamid Alinejad-Rokny, Derek F. Wong, Junyang Lin, Min Yang",2025,ArXiv,arXiv:2510.26167v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2510.26167v2,targeted_search
Turn-PPO: Turn-Level Advantage Estimation with PPO for Improved Multi-Turn RL in Agentic LLMs,"Junbo Li, Peng Zhou, Rui Meng, Meet P. Vadera, Lihong Li, Yang Li",2025,ArXiv,arXiv:2512.17008v2,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2512.17008v2,targeted_search
VLM-R1: A Stable and Generalizable R1-style Large Vision-Language Model,"Haozhan Shen, Peng Liu, Jingcheng Li, Chunxin Fang, Yibo Ma, Jiajia Liao, Qiaoli Shen, Zilun Zhang, Kangjia Zhao, Qianqian Zhang, Ruochen Xu, Tiancheng Zhao",2025,ArXiv,arXiv:2504.07615v2,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2504.07615v2,papers.csv|pdf_ref
W2S-AlignTree: Weak-to-Strong Inference-Time Alignment for Large Language Models via Monte Carlo Tree Search,"Zhenyu Ding, Yuhao Wang, T. Patrick Xiao, Haoying Wang, Guojun Ma, Mingyang Wan",2025,arXiv (Cornell University),arXiv:2511.11518,Title indicates RL-for-LLM alignment/post-training focus,arxiv,https://arxiv.org/abs/2511.11518,papers.csv|pdf_ref|targeted_search
DriveGPT4: Interpretable End-to-End Autonomous Driving Via Large Language Model,"Zhenhua Xu, Yujia Zhang, Enze Xie, Zhao Zhen, Yong Guo, Kenneth K. Wong, Zhenguo Li, Hengshuang Zhao",2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3440097,Primarily RL-for-LLM alignment/fine-tuning content,openalex,https://openalex.org/W4401386967,citation_expand|pdf_ref
Diffusion Model Alignment Using Direct Preference Optimization,"Bram Wallace, Meihua Dang, Rafael Rafailov, Linqi Zhou, Aaron Lou, Senthil Purushwalkam, Stefano Ermon, Caiming Xiong, Shafiq Joty, Nikhil Naik",2024,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52733.2024.00786,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4402753790,papers.csv|pdf_ref
Qwen2.5 Technical Report,"Qwen, :, An Yang, Baosong Yang, Beichen Zhang, Binyuan Hui, Bo Zheng, Bowen Yu, Chengyuan Li, Dayiheng Liu, Fei Huang, Haoran Wei, Huan Lin, Jian Yang, Jianhong Tu, Jianwei Zhang, Jianxin Yang, Jiaxi Yang, Jingren Zhou, Junyang Lin, Kai Dang, Keming Lu, Keqin Bao, Kexin Yang, Le Yu, Mei Li, Mingfeng Xue, Pei Zhang, Qin Zhu, Rui Men, Runji Lin, Tianhao Li, Tianyi Tang, Tingyu Xia, Xingzhang Ren, Xuancheng Ren, Yang Fan, Yang Su, Yichang Zhang, Yu Wan, Yuqiong Liu, Zeyu Cui, Zhenru Zhang, Zihan Qiu",2024,ArXiv,arXiv:2412.15115v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2412.15115v2,papers.csv
"The Ultimate Guide to Fine-Tuning LLMs from Basics to Breakthroughs: An Exhaustive Review of Technologies, Research, Best Practices, Applied Research Challenges and Opportunities","Venkatesh Balavadhani Parthasarathy, Ahtsham Zafar, Aafaq Khan, Arsalan Shahid",2024,ArXiv,arXiv:2408.13296v3,Title indicates RL-for-LLM alignment/post-training focus,arxiv,https://arxiv.org/abs/2408.13296v3,papers.csv
ProAgent: Building Proactive Cooperative Agents with Large Language Models,"Ceyao Zhang, Kaijie Yang, Siyi Hu, Zihao Wang, Guanghe Li, Yihang Sun, Cheng Zhang, Zhaowei Zhang, Anji Liu, Song‐Chun Zhu, Xiaojun Chang, Junge Zhang, Feng Yin, Yitao Liang, Yaodong Yang",2024,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v38i16.29710,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4393147219,citation_expand|papers.csv
InternLM2 Technical Report,"Zheng Cai, Maosong Cao, Haojiong Chen, Kai Chen, Keyu Chen, Xin Chen, Xun Chen, Zehui Chen, Zhi Chen, Pei Chu, Xiaoyi Dong, Haodong Duan, Qi Fan, Zhaoye Fei, Yang Gao, Jiaye Ge, Chenya Gu, Yuzhe Gu, Tao Gui, Aijia Guo, Qipeng Guo, Conghui He, Yingfan Hu, Ting Huang, Tao Jiang, Penglong Jiao, Zhenjiang Jin, Zhikai Lei, Jiaxing Li, Jingwen Li, Linyang Li, Shuaibin Li, Wei Li, Yining Li, Hongwei Liu, Jiangning Liu, Jiawei Hong, Kaiwen Liu, Kuikun Liu, Xiaoran Liu, Chengqi Lv, Haijun Lv, Kai Lv, Li Ma, Runyuan Ma, Zerun Ma, Wenchang Ning, Linke Ouyang, Jiantao Qiu, Yuan Qu, Fukai Shang, Yunfan Shao, Demin Song, Zifan Song, Zhihao Sui, Peng Sun, Yu Sun, Huanze Tang, Bin Wang, Guoteng Wang, Jiaqi Wang, Jiayu Wang, Rui Wang, Yudong Wang, Ziyi Wang, Xingjian Wei, Qizhen Weng, Fan Wu, Yingtong Xiong, Chao Xu, Ruiliang Xu, Hang Yan, Yirong Yan, Xiaogui Yang, Haochen Ye, Huaiyuan Ying, Jia Yu, Jing Yu, Yuhang Zang, Chuyu Zhang, Li Zhang, Pan Zhang, Peng Zhang, Ruijie Zhang, Shuo Zhang, Songyang Zhang, Wenjian Zhang, Wenwei Zhang, Xingcheng Zhang, Xinyue Zhang, Hui Zhao, Qian Zhao, Xiaomeng Zhao, Fengzhe Zhou, Zaida Zhou, Jingming Zhuo, Yicheng Zou, Xipeng Qiu, Yu Qiao, Dahua Lin",2024,ArXiv,arXiv:2403.17297v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2403.17297v1,papers.csv
Using Human Feedback to Fine-tune Diffusion Models without Any Reward Model,"Kai Yang, Jian Tao, Jiafei Lyu, Chunjiang Ge, Jiaxin Chen, Weihan Shen, Xiaolong Zhu, Xiu Li",2024,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52733.2024.00854,Primarily RL-based post-training/alignment for LLMs,openalex,https://openalex.org/W4402753770,papers.csv|pdf_ref
ReFT: Reasoning with Reinforced Fine-Tuning,"Trung Quoc Luong, Xinbo Zhang, Zhanming Jie, Peng Sun, Xiaoran Jin, Hang Li",2024,ArXiv,arXiv:2401.08967v3,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2401.08967v3,papers.csv
Alignment faking in large language models,"Ryan Greenblatt, Carson Denison, Benjamin Wright, Fabien Roger, Monte MacDiarmid, Sam Marks, Johannes Treutlein, Tim Belonax, Jack Chen, David Duvenaud, Akbir Khan, Julian Michael, Sören Mindermann, Ethan Perez, Linda Petrini, Jonathan Uesato, Jared Kaplan, Buck Shlegeris, Samuel R. Bowman, Evan Hubinger",2024,ArXiv,arXiv:2412.14093v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2412.14093v2,papers.csv
Disentangling Length from Quality in Direct Preference Optimization,"Ryan Park, Rafael Rafailov, Stefano Ermon, Chelsea Finn",2024,ArXiv,arXiv:2403.19159v2,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2403.19159v2,papers.csv
Self-Play Preference Optimization for Language Model Alignment,"Yue Wu, Zhiqing Sun, Huizhuo Yuan, Kaixuan Ji, Yiming Yang, Quanquan Gu",2024,ArXiv,arXiv:2405.00675v5,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2405.00675v5,papers.csv|pdf_ref
The Language Barrier: Dissecting Safety Challenges of LLMs in Multilingual Contexts,"Lingfeng Shen, Weiting Tan, Sihao Chen, Yunmo Chen, Jingyu Zhang, Haoran Xu, Boyuan Zheng, Philipp Koehn, Daniel Khashabi",2024,ArXiv,arXiv:2401.13136v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2401.13136v1,papers.csv
Interpretable Preferences via Multi-Objective Reward Modeling and Mixture-of-Experts,"Haoxiang Wang, Wei Xiong, Tengyang Xie, Han Zhao, Tong Zhang",2024,ArXiv,arXiv:2406.12845v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2406.12845v1,papers.csv
Is DPO Superior to PPO for LLM Alignment? A Comprehensive Study,"Shusheng Xu, Wei Fu, Jiaxuan Gao, Wenjie Ye, Weilin Liu, Zhiyu Mei, Guangju Wang, Chao Yu, Yi Wu",2024,ArXiv,arXiv:2404.10719v3,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2404.10719v3,papers.csv
Arithmetic Control of LLMs for Diverse User Preferences: Directional Preference Alignment with Multi-Objective Rewards,"Haoxiang Wang, Yong Lin, Wei Xiong, Rui Yang, Shizhe Diao, Shuang Qiu, Han Zhao, Tong Zhang",2024,ArXiv,arXiv:2402.18571v3,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2402.18571v3,papers.csv
Personalized Language Modeling from Personalized Human Feedback,"Xinyu Li, Ruiyang Zhou, Zachary C. Lipton, Liu Leqi",2024,ArXiv,arXiv:2402.05133v3,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2402.05133v3,papers.csv
Direct Language Model Alignment from Online AI Feedback,"Shangmin Guo, Biao Zhang, Tianlin Liu, Tianqi Liu, Misha Khalman, Felipe Llinares, Alexandre Rame, Thomas Mesnard, Yao Zhao, Bilal Piot, Johan Ferret, Mathieu Blondel",2024,ArXiv,arXiv:2402.04792v2,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2402.04792v2,papers.csv|pdf_ref
Improve Vision Language Model Chain-of-thought Reasoning,"Ruohong Zhang, Bowen Zhang, Yanghao Li, Haotian Zhang, Zhiqing Sun, Zhe Gan, Yinfei Yang, Ruoming Pang, Yiming Yang",2024,ArXiv,arXiv:2410.16198v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2410.16198v1,papers.csv|pdf_ref
Recursive Introspection: Teaching Language Model Agents How to Self-Improve,"Yuxiao Qu, Tianjun Zhang, Naman Garg, Aviral Kumar",2024,ArXiv,arXiv:2407.18219v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2407.18219v2,papers.csv|pdf_ref
RLHF Workflow: From Reward Modeling to Online RLHF,"Hanze Dong, Wei Xiong, Bo Pang, Haoxiang Wang, Han Zhao, Yingbo Zhou, Nan Jiang, Doyen Sahoo, Caiming Xiong, Tong Zhang",2024,ArXiv,arXiv:2405.07863v3,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2405.07863v3,papers.csv
Understanding the performance gap between online and offline alignment algorithms,"Yunhao Tang, Daniel Zhaohan Guo, Zeyu Zheng, Daniele Calandriello, Yuan Cao, Eugene Tarassov, Rémi Munos, Bernardo Ávila Pires, Michal Valko, Yong Cheng, Will Dabney",2024,ArXiv,arXiv:2405.08448v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2405.08448v1,papers.csv
WARM: On the Benefits of Weight Averaged Reward Models,"Alexandre Ramé, Nino Vieillard, Léonard Hussenot, Robert Dadashi, Geoffrey Cideron, Olivier Bachem, Johan Ferret",2024,ArXiv,arXiv:2401.12187v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2401.12187v1,papers.csv
ArCHer: Training Language Model Agents via Hierarchical Multi-Turn RL,"Yifei Zhou, Andrea Zanette, Jiayi Pan, Sergey Levine, Aviral Kumar",2024,ArXiv,arXiv:2402.19446v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2402.19446v1,papers.csv|pdf_ref
Direct Nash Optimization: Teaching Language Models to Self-Improve with General Preferences,"Corby Rosset, Ching-An Cheng, Arindam Mitra, Michael Santacroce, Ahmed Awadallah, Tengyang Xie",2024,ArXiv,arXiv:2404.03715v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2404.03715v1,papers.csv
Generating Plausible and Context-Appropriate Comments on Social Media Posts: A Large Language Model-Based Approach,Taehyun Ha,2024,IEEE Access,10.1109/access.2024.3488903,Primarily RL-for-LLM alignment/fine-tuning content,openalex,https://openalex.org/W4403936803,citation_expand|pdf_ref
Generative Reward Models,"Dakota Mahan, Duy Van Phung, Rafael Rafailov, Chase Blagden, Nathan Lile, Louis Castricato, Jan-Philipp Fränken, Chelsea Finn, Alon Albalak",2024,ArXiv,arXiv:2410.12832v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2410.12832v1,papers.csv
MaxMin-RLHF: Alignment with Diverse Human Preferences,"Souradip Chakraborty, Jiahao Qiu, Hui Yuan, Alec Koppel, Furong Huang, Dinesh Manocha, Amrit Singh Bedi, Mengdi Wang",2024,arXiv (Cornell University),arXiv:2402.08925,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4391835636,papers.csv
Scaling Laws for Reward Model Overoptimization in Direct Alignment Algorithms,"Rafael Rafailov, Yaswanth Chittepu, Ryan Park, Harshit Sikchi, Joey Hejna, Bradley Knox, Chelsea Finn, Scott Niekum",2024,ArXiv,arXiv:2406.02900v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2406.02900v2,papers.csv|pdf_ref
Teaching Large Language Models to Reason with Reinforcement Learning,"Alex Havrilla, Yuqing Du, Sharath Chandra Raparthy, Christoforos Nalmpantis, Jane Dwivedi-Yu, Maksym Zhuravinskyi, Eric Hambro, Sainbayar Sukhbaatar, Roberta Raileanu",2024,ArXiv,arXiv:2403.04642v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2403.04642v1,papers.csv|pdf_ref
Critique-out-Loud Reward Models,"Zachary Ankner, Mansheej Paul, Baoqun Cui, Jonathan D. Chang, Prithviraj Ammanabrolu",2024,arXiv (Cornell University),arXiv:2408.11791,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4405418995,papers.csv
From $r$ to $Q^*$: Your Language Model is Secretly a Q-Function,"Rafael Rafailov, Joey Hejna, Ryan S. Park, Chelsea Finn",2024,arXiv (Cornell University),arXiv:2404.12358,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4394972204,papers.csv|pdf_ref
Multi-turn Reinforcement Learning from Preference Human Feedback,"Lior Shani, Aviv Rosenberg, Asaf Cassel, Oran Lang, Daniele Calandriello, Avital Zipori, Hila Noga, Orgad Keller, Bilal Piot, Idan Szpektor, Avinatan Hassidim, Yossi Matias, Rémi Munos",2024,ArXiv,arXiv:2405.14655v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2405.14655v2,papers.csv
ODIN: Disentangled Reward Mitigates Hacking in RLHF,"Lichang Chen, Chen Zhu, Davit Soselia, Jiuhai Chen, Tianyi Zhou, Tom Goldstein, Heng Huang, Mohammad Shoeybi, Bryan Catanzaro",2024,ArXiv,arXiv:2402.07319v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2402.07319v1,papers.csv
"OpenRLHF: An Easy-to-use, Scalable and High-performance RLHF Framework","Jian Hu, Xibin Wu, Wei Shen, Jason Klein Liu, Zilin Zhu, Weixun Wang, Songlin Jiang, Haoran Wang, Hao Chen, Bin Chen, Weikai Fang, Xianyu, Yu Cao, Haotian Xu, Yiming Liu",2024,ArXiv,arXiv:2405.11143v6,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2405.11143v6,papers.csv
ARGS: Alignment as Reward-Guided Search,"Maxim Khanov, Jirayu Burapacheep, Yixuan Li",2024,ArXiv,arXiv:2402.01694v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2402.01694v1,papers.csv
DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,"Zhihong Shao, Peiyi Wang, Qihao Zhu, Runxin Xu, Junxiao Song, Xiao Bi, Haowei Zhang, Mingchuan Zhang, Y. K. Li, Y. Wu, Daya Guo",2024,ArXiv,arXiv:2402.03300v3,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2402.03300v3,papers.csv
DPO Meets PPO: Reinforced Token Optimization for RLHF,"Han Zhong, Zikang Shan, Guhao Feng, Wei Xiong, Xinle Cheng, Li Zhao, Di He, Jiang Bian, Liwei Wang",2024,ArXiv,arXiv:2404.18922v4,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2404.18922v4,papers.csv
Group Robust Preference Optimization in Reward-free RLHF,"Shyam Sundhar Ramesh, Yifan Hu, Iason Chaimalas, Viraj Mehta, Pier Giuseppe Sessa, Haitham Bou Ammar, Ilija Bogunovic",2024,ArXiv,arXiv:2405.20304v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2405.20304v1,papers.csv
Regularizing Hidden States Enables Learning Generalizable Reward Model for LLMs,"Rui Yang, Ruomeng Ding, Yong Lin, Huan Zhang, Tong Zhang",2024,ArXiv,arXiv:2406.10216v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2406.10216v2,papers.csv|pdf_ref
Value-Incentivized Preference Optimization: A Unified Approach to Online and Offline RLHF,"Shicong Cen, Jincheng Mei, Katayoon Goshvadi, Hanjun Dai, Tong Yang, Sherry Yang, Dale Schuurmans, Yuejie Chi, Bo Dai",2024,ArXiv,arXiv:2405.19320v4,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2405.19320v4,papers.csv
Direct Preference Optimization: Your Language Model is Secretly a Reward Model,"Rafael Rafailov, Archit Sharma, Eric Mitchell, Stefano Ermon, Christopher D. Manning, Chelsea Finn",2023,arXiv (Cornell University),arXiv:2305.18290,Primarily RL-based post-training/alignment for LLMs,openalex,https://openalex.org/W4378771755,papers.csv|pdf_ref
OpenAssistant Conversations -- Democratizing Large Language Model Alignment,"Andreas Köpf, Yannic Kilcher, Dimitri von Rütte, Sotiris Anagnostidis, Zhi-Rui Tam, Keith Stevens, Abdullah Barhoum, Nguyen Minh Duc, Oliver Stanley, Richárd Nagyfi, Shahul ES, Sameer Suri, David Glushkov, Arnav Dantuluri, Andrew Maguire, Christoph Schuhmann, Huu Nguyen, Alexander Mattick",2023,ArXiv,arXiv:2304.07327v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2304.07327v2,papers.csv|pdf_ref
Larger language models do in-context learning differently,"Jerry Wei, Jason Wei, Yi Tay, Dustin Tran, Albert Webson, Yifeng Lu, Xinyun Chen, Hanxiao Liu, Da Huang, Denny Zhou, Tengyu Ma",2023,ArXiv,arXiv:2303.03846v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2303.03846v2,pdf_ref
Aligning Large Multimodal Models with Factually Augmented RLHF,"Zhiqing Sun, Sheng Shen, Shengcao Cao, Haotian Liu, Chunyuan Li, Yikang Shen, Chuang Gan, Liang-Yan Gui, Yu-Xiong Wang, Yiming Yang, Kurt Keutzer, Trevor Darrell",2023,ArXiv,arXiv:2309.14525v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2309.14525v1,papers.csv
Language Models can Solve Computer Tasks,"Geunwoo Kim, Pierre Baldi, Stephen McAleer",2023,ArXiv,arXiv:2303.17491v3,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2303.17491v3,papers.csv
RLAIF vs. RLHF: Scaling Reinforcement Learning from Human Feedback with AI Feedback,"Harrison Lee, Samrat Phatale, Hassan Mansoor, Kellie Lu, Thomas Mesnard, Colton Bishop, Victor Cărbune, Abhinav Rastogi, Carbune, Victor, Rastogi, Abhinav, Prakash, Sushant",2023,arXiv (Cornell University),arXiv:2309.00267,Primarily RL-for-LLM alignment/fine-tuning content,openalex,https://openalex.org/W4386437475,papers.csv
Principle-Driven Self-Alignment of Language Models from Scratch with Minimal Human Supervision,"Zhiqing Sun, Yikang Shen, Qinhong Zhou, Hongxin Zhang, Zhenfang Chen, David Cox, Yiming Yang, Chuang Gan",2023,ArXiv,arXiv:2305.03047v2,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2305.03047v2,papers.csv
No More Manual Tests? Evaluating and Improving ChatGPT for Unit Test Generation,"Zhiqiang Yuan, Yiling Lou, Mingwei Liu, Shiji Ding, Kaixin Wang, Yixuan Chen, Xin Peng",2023,ArXiv,arXiv:2305.04207v3,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2305.04207v3,papers.csv
Preference Ranking Optimization for Human Alignment,"Feifan Song, Bowen Yu, Minghao Li, Haiyang Yu, Fei Huang, Yongbin Li, Houfeng Wang",2023,ArXiv,arXiv:2306.17492v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2306.17492v2,papers.csv
Boosting Theory-of-Mind Performance in Large Language Models via Prompting,"Shima Rahimi Moghaddam, Christopher J. Honey",2023,ArXiv,arXiv:2304.11490v3,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2304.11490v3,papers.csv
RRHF: Rank Responses to Align Language Models with Human Feedback without tears,"Zheng Yuan, Hongyi Yuan, Chuanqi Tan, Wei Wang, Songfang Huang, Fei Huang",2023,ArXiv,arXiv:2304.05302v3,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2304.05302v3,papers.csv
RewriteLM: An Instruction-Tuned Large Language Model for Text Rewriting,"Lei Shu, Liangchen Luo, Jayakumar Hoskere, Yun Zhu, Yinxiao Liu, Simon Tong, Jindong Chen, Lei Meng",2023,ArXiv,arXiv:2305.15685v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2305.15685v2,papers.csv|pdf_ref
Safe RLHF: Safe Reinforcement Learning from Human Feedback,"Josef Dai, Xuehai Pan, Ruiyang Sun, Jiaming Ji, Xinbo Xu, Mickel Liu, Yizhou Wang, Yaodong Yang",2023,ArXiv,arXiv:2310.12773v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2310.12773v1,papers.csv
UltraFeedback: Boosting Language Models with Scaled AI Feedback,"Ganqu Cui, Lifan Yuan, Ning Ding, Guanming Yao, Bingxiang He, Wei Zhu, Yuan Ni, Guotong Xie, Ruobing Xie, Yankai Lin, Zhiyuan Liu, Maosong Sun",2023,ArXiv,arXiv:2310.01377v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2310.01377v2,papers.csv
