Title,Authors,Year,Venue,ArXiv_or_DOI,Why_Borderline,Verification_Provider,Verification_URL,Provenance
Failure Makes the Agent Stronger: Enhancing Accuracy through Structured Reflection for Reliable Tool Interactions,"Junhao Su, Yuanliang Wan, Junwei Yang, Hengyu Shi, Tianyang Han, Junfeng Luo, Yurui Qiu",2025,ArXiv,arXiv:2509.18847v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2509.18847v2,targeted_search
Feedback-Driven Tool-Use Improvements in Large Language Models via Automated Build Environments,"Junjie Ye, Changhao Jiang, Zhengyin Du, Yufei Xu, Xuesong Yao, Zhiheng Xi, Xiaoran Fan, Qi Zhang, Tao Gui, Xuanjing Huang, Jiecao Chen",2025,ArXiv,arXiv:2508.08791v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2508.08791v2,papers.csv|pdf_ref|targeted_search
From Correction to Mastery: Reinforced Distillation of Large Language Model Agents,"Yuanjie Lyu, Chengyu Wang, Jun Huang, Tong Xu",2025,ArXiv,arXiv:2509.14257v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2509.14257v2,papers.csv|pdf_ref|targeted_search
From Evidence to Trajectory: Abductive Reasoning Path Synthesis for Training Retrieval-Augmented Generation Agents,"Muzhi Li, Jinhu Qi, Yihong Wu, Minghao Zhao, Liheng Ma, Yifan Li, Xinyu Wang, Yingxue Zhang, Ho-fung Leung, Irwin King",2025,ArXiv,arXiv:2509.23071v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2509.23071v1,papers.csv|targeted_search
From Reasoning to Super-Intelligence: A Search-Theoretic Perspective,"Shai Shalev‐Shwartz, Amnon Shashua",2025,arXiv (Cornell University),arXiv:2507.15865,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2507.15865,targeted_search
Graph-O1 : Monte Carlo Tree Search with Reinforcement Learning for Text-Attributed Graph Reasoning,Lihui Liu,2025,ArXiv.org,arXiv:2512.17912,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2512.17912,targeted_search
Group-in-Group Policy Optimization for LLM Agent Training,"Lang Feng, Zhenghai Xue, Tingcong Liu, Bo An",2025,ArXiv,arXiv:2505.10978v3,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2505.10978v3,papers.csv
How to Train Your LLM Web Agent: A Statistical Diagnosis,"Dheeraj Vattikonda, Santhoshi Ravichandran, Emiliano Penaloza, Hadi Nekoei, Megh Thakkar, Thibault Le Sellier de Chezelles, Nicolas Gontier, Miguel Muñoz-Mármol, Sahar Omidi Shayegan, Stefania Raimondo, Xue Liu, Alexandre Drouin, Laurent Charlin, Alexandre Piché, Alexandre Lacoste, Massimo Caccia",2025,ArXiv,arXiv:2507.04103v4,Scope leak markers present: PostTraining,arxiv,https://arxiv.org/abs/2507.04103v4,targeted_search
In-the-Flow Agentic System Optimization for Effective Planning and Tool Use,"Zhuofeng Li, Haoxiang Zhang, Seungju Han, Sheng Liu, Jianwen Xie, Yu Zhang, Yejin Choi, James Zou, Pan Lu",2025,ArXiv,arXiv:2510.05592v1,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2510.05592v1,targeted_search
In-the-Flow Agentic System Optimization for Effective Planning and Tool Use,"Zhunan Li, Haoxiang Zhang, Seonggyun Han, Sheng Liu, Jianwen Xie, Yu Zhang, Yejin Choi, James Zou, Pan Lu",2025,arXiv (Cornell University),arXiv:2510.05592,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2510.05592,targeted_search
InfoAgent: Advancing Autonomous Information-Seeking Agents,"Gongrui Zhang, Jialiang Zhu, Ruiqi Yang, Kai Qiu, Miaosen Zhang, Zhirong Wu, Qi Dai, Bei Liu, Chong Luo, Zhengyuan Yang, Linjie Li, Lijuan Wang, Weizhu Chen, Yuan Zhang, Xin Li, Zhaoyi Liu, Xin Geng, Baining Guo",2025,ArXiv,arXiv:2509.25189v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2509.25189v1,targeted_search
LiLMaps: Learnable Implicit Language Maps,"Evgenii Kruzhkov, Sven Behnke",2025,Unknown venue,10.32388/d8q0y8,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W4406885616,citation_expand
Mitigating Strategy Preference Bias in Emotional Support Conversation via Uncertainty Estimations,"Yanhong Zhou, Qin Chen, Ningning Zhou, Jie Zhou, Xingjiao Wu, Liang He",2025,arXiv (Cornell University),arXiv:2509.12661,"Insufficient concrete detail for summary (role=LLM planner, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2509.12661,targeted_search
MomaGraph: State-Aware Unified Scene Graphs with Vision-Language Model for Embodied Task Planning,"Ju, Yuanchen, Liang, Yongyuan, Wang, Yen-Jen, Gireesh, Nandiraju, Ju, Yuanliang, Lee, Seungjae, Gu, Qiao, Hsieh, Elvis, Huang, Furong, Sreenath, Koushil",2025,arXiv (Cornell University),arXiv:2512.16909,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2512.16909,papers.csv|pdf_ref|targeted_search
Multi-Agent Tool-Integrated Policy Optimization,"Zhanfeng Mo, Xingxuan Li, Yuntao Chen, Lidong Bing",2025,ArXiv,arXiv:2510.04678v1,Scope leak markers present: PostTraining,arxiv,https://arxiv.org/abs/2510.04678v1,targeted_search
On-Policy RL Meets Off-Policy Experts: Harmonizing Supervised Fine-Tuning and Reinforcement Learning via Dynamic Weighting,"Wenhao Zhang, Yuexiang Xie, Yuchang Sun, Yanxi Chen, Guoyin Wang, Yaliang Li, Bolin Ding, Jingren Zhou",2025,ArXiv,arXiv:2508.11408v2,Scope leak markers present: PostTraining,arxiv,https://arxiv.org/abs/2508.11408v2,targeted_search
PORTool: Tool-Use LLM Training with Rewarded Tree,"Feijie Wu, Weiwu Zhu, Yuxiang Zhang, Soumya Chatterjee, Jiarong Zhu, Fan Mo, Rodin Luo, Jing Gao",2025,ArXiv,arXiv:2510.26020v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2510.26020v1,targeted_search
PRO-V-R1: Reasoning Enhanced Programming Agent for RTL Verification,"Yujie Zhao, Zhijing Wu, Boqin Yuan, Zhongming Yu, Hejia Zhang, Wentao Ni, Chia-Tung Ho, Haoxing Ren, Jishen Zhao",2025,ArXiv,arXiv:2506.12200v4,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2506.12200v4,targeted_search
ProRL: Prolonged Reinforcement Learning Expands Reasoning Boundaries in Large Language Models,"Mingjie Liu, Shizhe Diao, Ximing Lu, Jian Hu, Xin Dong, Yejin Choi, Jan Kautz, Yi Dong",2025,ArXiv,arXiv:2505.24864v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2505.24864v1,papers.csv|pdf_ref
R3-RAG: Learning Step-by-Step Reasoning and Retrieval for LLMs via Reinforcement Learning,"Association for Computational Linguistics 2025, Cheng, Qinyuan, Li, Yuan, Li, Xiaonan, Li, Bufan, Luo, Qi, Qiu, Xipeng, Wang, Yuxin, Wang, Bo, Yin, Zhangyue, Zheng, Yining",2025,Underline Science Inc.,10.48448/ptzk-5w25,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W7106803773,targeted_search
Reasoning with Exploration: An Entropy Perspective,"Daixuan Cheng, Shaohan Huang, Xuekai Zhu, Bo Dai, Wayne Xin Zhao, Zhenliang Zhang, Furu Wei",2025,ArXiv,arXiv:2506.14758v4,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2506.14758v4,papers.csv
Reinforcement Learning for Chain of Thought Compression with One-Domain-to-All Generalization,"Hanyu Li, Jiangshan Duo, Bofei Gao, Hailin Zhang, Sujian Li, Xiaotie Deng, Liang Zhao",2025,ArXiv,arXiv:2601.06052v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2601.06052v2,targeted_search
ResT: Reshaping Token-Level Policy Gradients for Tool-Use Large Language Models,"Zihan Lin, Xiaohan Wang, Jie Cao, Jiajun Chai, Guojun Yin, Wei Lin, Ran He",2025,ArXiv,arXiv:2509.21826v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2509.21826v2,papers.csv|pdf_ref|targeted_search
rSIM: Incentivizing Reasoning Capabilities of LLMs via Reinforced Strategy Injection,"Chen, Sijia, Li, Baochun, Niu, Di",2025,ArXiv.org,arXiv:2512.08300,Scope leak markers present: PPO_for_LLM,arxiv,https://arxiv.org/abs/2512.08300,targeted_search
SFR-DeepResearch: Towards Effective Reinforcement Learning for Autonomously Reasoning Single Agents,"Xuan-Phi Nguyen, Shrey Pandit, Revanth Gangi Reddy, Austin Xu, Silvio Savarese, Caiming Xiong, Shafiq Joty",2025,ArXiv,arXiv:2509.06283v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2509.06283v2,targeted_search
SmartSnap: Proactive Evidence Seeking for Self-Verifying Agents,"Shaofei Cai, Yulei Qin, Haojia Lin, Zihan Xu, Gang Li, Yuchen Shi, Zongyi Li, Yong Mao, Siqi Cai, Xiaoyu Tan, Yitao Liang, Ke Li, Xing Sun",2025,arXiv (Cornell University),arXiv:2512.22322,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2512.22322,targeted_search
TableMind: An Autonomous Programmatic Agent for Tool-Augmented Table Reasoning,"Chuang Jiang, Mingyue Cheng, Xiaoyu Tao, Qingyang Mao, Jie Ouyang, Qi Liu",2025,ArXiv,arXiv:2509.06278v3,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2509.06278v3,targeted_search
TGPO: Tree-Guided Preference Optimization for Robust Web Agent Reinforcement Learning,"Ziyuan Chen, Zhenghui Zhao, Zhangye Han, Miancan Liu, Xianhang Ye, Yiqing Li, Hongbo Min, Jinkui Ren, Xiantao Zhang, Guitao Cao",2025,ArXiv,arXiv:2509.14172v2,Scope leak markers present: PreferenceOptimization,arxiv,https://arxiv.org/abs/2509.14172v2,targeted_search
Tool-Augmented Hybrid Ensemble Reasoning with Distillation for Bilingual Mathematical Problem Solving,"Peiqing Lu, Yuan Zhang, Haoyun Zhang, Jiasen Zheng, Kejian Tong, Wenjun Wu",2025,ArXiv,arXiv:2512.19093v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2512.19093v1,targeted_search
ToolRM: Towards Agentic Tool-Use Reward Modeling,"Renhao Li, Jianhong Tu, Yang Su, Yantao Liu, Fei Huang, Hamid Alinejad-Rokny, Derek F. Wong, Junyang Lin, Min Yang",2025,ArXiv,arXiv:2510.26167v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2510.26167v2,targeted_search
Training Task Reasoning LLM Agents for Multi-turn Task Planning via Single-turn Reinforcement Learning,"Hanjiang Hu, Changliu Liu, Na Li, Yebin Wang",2025,ArXiv,arXiv:2509.20616v2,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2509.20616v2,targeted_search
Tree Training: Accelerating Agentic LLMs Training via Shared Prefix Reuse,"Shaojie Wang, Jinghui Wang, Yinghan Cui, Xuxing Chen, Chao Wang, Liang Huang, Xiaojiang Zhang, Junyi Peng, Li Wan, Haotian Zhang, Bin Chen",2025,ArXiv,arXiv:2511.00413v3,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2511.00413v3,targeted_search
W2S-AlignTree: Weak-to-Strong Inference-Time Alignment for Large Language Models via Monte Carlo Tree Search,"Zhenyu Ding, Yuhao Wang, T. Patrick Xiao, Haoying Wang, Guojun Ma, Mingyang Wan",2025,arXiv (Cornell University),arXiv:2511.11518,"Scope leak markers present: RLHF, Alignment",arxiv,https://arxiv.org/abs/2511.11518,papers.csv|pdf_ref|targeted_search
WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,"Zhepei Wei, Wenlin Yao, Yao Liu, Weizhi Zhang, Qin Lu, Liang Qiu, Changlong Yu, Puyang Xu, Chao Zhang, Bing Yin, Hyokun Yun, Lihong Li",2025,ArXiv,arXiv:2505.16421v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2505.16421v2,targeted_search
WebWatcher: Breaking New Frontier of Vision-Language Deep Research Agent,"Xinyu Geng, Peng Xia, Zhen Zhang, Xinyu Wang, Qiuchen Wang, Ruixue Ding, Chenxi Wang, Jialong Wu, Yida Zhao, Kuan Li, Yong Jiang, Pengjun Xie, Fei Huang, Jingren Zhou",2025,ArXiv,arXiv:2508.05748v3,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2508.05748v3,targeted_search
Youtu-Agent: Scaling Agent Productivity with Automated Generation and Hybrid Policy Optimization,"Yuchen Shi, Yuzheng Cai, Siqi Cai, Zihan Xu, Lichao Chen, Yulei Qin, Zhijian Zhou, Xiang Fei, Chaofan Qiu, Xiaoyu Tan, Gang Li, Zongyi Li, Haojia Lin, Guocan Cai, Yong Mao, Yunsheng Wu, Ke Li, Xing Sun",2025,ArXiv,arXiv:2512.24615v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2512.24615v1,targeted_search
ZeroSearch: Incentivize the Search Capability of LLMs without Searching,"Hao Sun, Zile Qiao, Jiayan Guo, Xuanbo Fan, Yingyan Hou, Yong Jiang, Pengjun Xie, Yan Zhang, Fei Huang, Jingren Zhou",2025,ArXiv,arXiv:2505.04588v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2505.04588v2,papers.csv
"A Comprehensive Survey of Continual Learning: Theory, Method and Application","Liyuan Wang, Xingxing Zhang, Hang Su, Jun Zhu",2024,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2024.3367329,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W4392173735,papers.csv|pdf_ref
Bias and Fairness in Large Language Models: A Survey,"Isabel O. Gallegos, Ryan A. Rossi, Joe Barrow, Md Mehrab Tanjim, Sungchul Kim, Franck Dernoncourt, Tong Yu, Ruiyi Zhang, Nesreen K. Ahmed",2024,Computational Linguistics,10.1162/coli_a_00524,"Insufficient concrete detail for summary (role=LLM tool-use decision module, setting=missing, domain=web/tool-interaction environments)",openalex,https://openalex.org/W4399528455,papers.csv|pdf_ref
Graph of Thoughts: Solving Elaborate Problems with Large Language Models,"Maciej Besta, Nils Blach, Ales Kubicek, Robert Gerstenberger, Michał Podstawski, Lukas Gianinazzi, Joanna Gajda, Tomasz Lehmann, H. Niewiadomski, Piotr Nyczyk, Torsten Hoefler",2024,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v38i16.29720,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4393160302,papers.csv|pdf_ref
Talking about Large Language Models,Murray Shanahan,2024,Communications of the ACM,10.1145/3624724,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4391215636,papers.csv|pdf_ref
Driving with LLMs: Fusing Object-Level Vector Modality for Explainable Autonomous Driving,"Long Chen, Oleg Sinavski, Jan Hünermann, Alice Karnsund, Andrew James Willmott, Danny Birch, Daniel Maund, Jamie Shotton",2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10611018,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4401414574,papers.csv
EPlus-LLM: A large language model-based computing platform for automated building energy modeling,"Gang Jiang, Zhihao Ma, Liang Zhang, Jianli Chen",2024,Applied Energy,10.1016/j.apenergy.2024.123431,"Insufficient concrete detail for summary (role=LLM world model/simulator, setting=model-based RL, domain=missing)",openalex,https://openalex.org/W4396986140,papers.csv|pdf_ref
Generative AI Agents With Large Language Model for Satellite Networks via a Mixture of Experts Transmission,"Ruichen Zhang, Hongyang Du, Yinqiu Liu, Dusit Niyato, Jiawen Kang, Zehui Xiong, Abbas Jamalipour, Dong In Kim",2024,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2024.3459037,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4402473949,papers.csv|pdf_ref
Materials science in the era of large language models: a perspective,"Ge Lei, R. Docherty, Samuel J. Cooper",2024,Digital Discovery,10.1039/d4dd00074a,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W4399377978,citation_expand|papers.csv|pdf_ref
"Survey on Large Language Model-Enhanced Reinforcement Learning: Concept, Taxonomy, and Methods","Yuji Cao, Huan Zhao, Yuheng Cheng, Ting Shu, Yue Chen, Guolong Liu, Gaoqi Liang, Junhua Zhao, Jinyue Yan, Yun Li",2024,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2024.3497992,Scope leak markers present: PPO_for_LLM,openalex,https://openalex.org/W4393763811,papers.csv|pdf_ref
Automatically Correcting Large Language Models: <i>Surveying the Landscape of Diverse Automated Correction Strategies</i>,"Liangming Pan, Michael Saxon, Wenda Xu, Deepak Nathani, Xinyi Wang, William Yang Wang",2024,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00660,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4396665924,citation_expand|papers.csv|pdf_ref
Evaluating language models for mathematics through interactions,"Katherine M. Collins, Albert Q. Jiang, Simon Frieder, Lionel Wong, Miri Zilka, Umang Bhatt, Thomas Lukasiewicz, Yuhuai Wu, Joshua B. Tenenbaum, William Hart, W. T. Gowers, Wenda Li, Adrian Weller, Mateja Jamnik",2024,Proceedings of the National Academy of Sciences,10.1073/pnas.2318124121,Scope leak markers present: PPO_for_LLM,openalex,https://openalex.org/W4399281666,citation_expand|papers.csv
"The Ultimate Guide to Fine-Tuning LLMs from Basics to Breakthroughs: An Exhaustive Review of Technologies, Research, Best Practices, Applied Research Challenges and Opportunities","Venkatesh Balavadhani Parthasarathy, Ahtsham Zafar, Aafaq Khan, Arsalan Shahid",2024,ArXiv,arXiv:2408.13296v3,"Scope leak markers present: DPO, PreferenceOptimization",arxiv,https://arxiv.org/abs/2408.13296v3,papers.csv
General generative AI-based image augmentation method for robust rooftop PV segmentation,"Hongjun Tan, Zhiling Guo, Zhengyuan Lin, Yuntian Chen, Dou Huang, Wei Yuan, Haoran Zhang, Jinyue Yan",2024,Applied Energy,10.1016/j.apenergy.2024.123554,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4399120818,pdf_ref
Large language model-based evolutionary optimizer: Reasoning with elitism,"Shuvayan Brahmachary, Subodh M. Joshi, A. Panda, Kaushik Koneripalli, Arun K. Sagotra, Harshil Patel, Ankush Sharma, Ameya D. Jagtap, Kaushic Kalyanaraman",2024,Neurocomputing,10.1016/j.neucom.2024.129272,"Insufficient concrete detail for summary (role=LLM world model/simulator, setting=model-based RL, domain=missing)",openalex,https://openalex.org/W4405926581,citation_expand|papers.csv|pdf_ref
When Can LLMs <i>Actually</i> Correct Their Own Mistakes? A Critical Survey of Self-Correction of LLMs,"Ryo Kamoi, Yusen Zhang, Nan Zhang, Jiawei Han, Rui Zhang",2024,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00713,"Insufficient concrete detail for summary (role=LLM verifier/critic, setting=missing, domain=language-conditioned control tasks)",openalex,https://openalex.org/W4404131920,citation_expand
Lane2Seq: Towards Unified Lane Detection via Sequence Generation,Kunyang Zhou,2024,Unknown venue,10.1109/cvpr52733.2024.01603,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4402727920,citation_expand
ReFT: Reasoning with Reinforced Fine-Tuning,"Trung Quoc Luong, Xinbo Zhang, Zhanming Jie, Peng Sun, Xiaoran Jin, Hang Li",2024,ArXiv,arXiv:2401.08967v3,"Insufficient concrete detail for summary (role=LLM reward module, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2401.08967v3,papers.csv
An LLM-driven Framework for Multiple-Vehicle Dispatching and Navigation in Smart City Landscapes,"Ruiqing Chen, Wenbin Song, Weiqin Zu, ZiXin Dong, Ze Guo, Fanglei Sun, Zheng Tian, Jun Wang",2024,Unknown venue,10.1109/icra57147.2024.10610578,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=web/navigation environments)",openalex,https://openalex.org/W4401415206,citation_expand
XAI meets LLMs: A Survey of the Relation between Explainable AI and Large Language Models,"Erik Cambria, Lorenzo Malandri, Fabio Mercorio, Navid Nobani, Andrea Seveso",2024,ArXiv,arXiv:2407.15248v1,"Insufficient concrete detail for summary (role=LLM tool-use decision module, setting=missing, domain=web/tool-interaction environments)",arxiv,https://arxiv.org/abs/2407.15248v1,papers.csv|pdf_ref
RL-VLM-F: Reinforcement Learning from Vision Language Foundation Model Feedback,"Yufei Wang, Zhanyi Sun, Jesse Zhang, Zhou Xian, Erdem Biyik, David Held, Zackory Erickson",2024,ArXiv,arXiv:2402.03681v4,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2402.03681v4,papers.csv|pdf_ref
Deconstructing The Ethics of Large Language Models from Long-standing Issues to New-emerging Dilemmas: A Survey,"Chengyuan Deng, Yiqun Duan, Xin Jin, Heng Chang, Yijun Tian, Han Liu, Yichen Wang, Kuofeng Gao, Henry Peng Zou, Yiqiao Jin, Yijia Xiao, Shenghao Wu, Zongxing Xie, Weimin Lyu, Sihong He, Lu Cheng, Haohan Wang, Jun Zhuang",2024,ArXiv,arXiv:2406.05392v2,"Insufficient concrete detail for summary (role=LLM verifier/critic, setting=missing, domain=interactive control benchmarks)",arxiv,https://arxiv.org/abs/2406.05392v2,papers.csv|pdf_ref
ReCoRe: Regularized Contrastive Representation Learning of World Model,"Rudra P.K. Poudel, Harit Pandya, Stephan Liwicki, Roberto Cipolla",2024,Unknown venue,10.1109/cvpr52733.2024.02161,"Insufficient concrete detail for summary (role=LLM world model/simulator, setting=model-based RL, domain=missing)",openalex,https://openalex.org/W4402753642,pdf_ref
Fine-Tuning Large Language Models with User-Level Differential Privacy,"Zachary Charles, Arun Ganesh, Ryan McKenna, H. Brendan McMahan, Nicole Mitchell, Krishna Pillutla, Keith Rush",2024,ArXiv,arXiv:2407.07737v1,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",arxiv,https://arxiv.org/abs/2407.07737v1,papers.csv|pdf_ref
OdorAgent: Generate Odor Sequences for Movies Based on Large Language Model,"Yu Zhang, Peizhong Gao, Fangzhou Kang, Jiaxiang Li, Jiacheng Liu, Qi Lu, Yingqing Xu",2024,Unknown venue,10.1109/vr58804.2024.00034,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4394825405,citation_expand|papers.csv|pdf_ref
DigiRL: Training In-The-Wild Device-Control Agents with Autonomous Reinforcement Learning,"Hao Bai, Yifei Zhou, Mert Cemri, Jiayi Pan, Alane Suhr, Sergey Levine, Aviral Kumar",2024,ArXiv,arXiv:2406.11896v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2406.11896v1,papers.csv
Efficient Adversarial Training in LLMs with Continuous Attacks,"Sophie Xhonneux, Alessandro Sordoni, Stephan Günnemann, Gauthier Gidel, Leo Schwinn",2024,ArXiv,arXiv:2405.15589v3,Scope leak markers present: Alignment,arxiv,https://arxiv.org/abs/2405.15589v3,pdf_ref
Efficient Policy Adaptation with Contrastive Prompt Ensemble for Embodied Agents,"Wonje Choi, Woo Kyung Kim, Seung Hyun Kim, Honguk Woo",2024,arXiv (Cornell University),arXiv:2412.11484,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4405470166,pdf_ref
ElecBench: a Power Dispatch Evaluation Benchmark for Large Language Models,"Xiyuan Zhou, Huan Zhao, Yuheng Cheng, Yuji Cao, Gaoqi Liang, Guolong Liu, Wenxuan Liu, Yan Xu, Junhua Zhao",2024,ArXiv,arXiv:2407.05365v2,Scope leak markers present: PPO_for_LLM,arxiv,https://arxiv.org/abs/2407.05365v2,papers.csv|pdf_ref
Mismatch Quest: Visual and Textual Feedback for Image-Text Misalignment,"Brian Gordon, Yonatan Bitton, Yonatan Shafir, Roopal Garg, Xi Chen, Dani Lischinski, Daniel Cohen‐Or, Idan Szpektor",2024,Lecture notes in computer science,10.1007/978-3-031-72998-0_18,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4402959528,pdf_ref
"Preference Fine-Tuning of LLMs Should Leverage Suboptimal, On-Policy Data","Fahim Tajwar, Anikait Singh, Archit Sharma, Rafael Rafailov, Jeff Schneider, Tengyang Xie, Stefano Ermon, Chelsea Finn, Aviral Kumar",2024,ArXiv,arXiv:2404.14367v3,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",arxiv,https://arxiv.org/abs/2404.14367v3,papers.csv
Can large language models explore in-context?,"Akshay Krishnamurthy, Keegan Harris, Dylan J. Foster, Cyril Zhang, Aleksandrs Slivkins",2024,ArXiv,arXiv:2403.15371v3,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2403.15371v3,papers.csv|pdf_ref
Dual-View Visual Contextualization for Web Navigation,"Jihyung Kil, Chan Hee Song, Boyuan Zheng, Xiang Deng, Yu Su, Wei‐Lun Chao",2024,Unknown venue,10.1109/cvpr52733.2024.01369,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=web/navigation environments)",openalex,https://openalex.org/W4402704530,citation_expand
GAIA -- A Large Language Model for Advanced Power Dispatch,"Yuheng Cheng, Huan Zhao, Xiyuan Zhou, Junhua Zhao, Yuji Cao, Chao Yang",2024,ArXiv,arXiv:2408.03847v1,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=language-conditioned control tasks)",arxiv,https://arxiv.org/abs/2408.03847v1,papers.csv|pdf_ref
Multi-turn Reinforcement Learning from Preference Human Feedback,"Lior Shani, Aviv Rosenberg, Asaf Cassel, Oran Lang, Daniele Calandriello, Avital Zipori, Hila Noga, Orgad Keller, Bilal Piot, Idan Szpektor, Avinatan Hassidim, Yossi Matias, Rémi Munos",2024,ArXiv,arXiv:2405.14655v2,Scope leak markers present: RLHF,arxiv,https://arxiv.org/abs/2405.14655v2,papers.csv
"A little less conversation, a little more action, please: Investigating the physical common-sense of LLMs in a 3D embodied environment","Matteo G. Mecattaf, Ben Slater, Marko Tešić, Jonathan Prunty, Konstantinos Voudouris, Lucy G. Cheke",2024,ArXiv,arXiv:2410.23242v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2410.23242v2,targeted_search
Addressing Bias Through Ensemble Learning and Regularized Fine-Tuning,"Ahmed Radwan, Layan Zaafarani, Jetana Abudawood, Faisal AlZahrani, Fares Fourati",2024,ArXiv,arXiv:2402.00910v2,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",arxiv,https://arxiv.org/abs/2402.00910v2,pdf_ref
ARGS: Alignment as Reward-Guided Search,"Maxim Khanov, Jirayu Burapacheep, Yixuan Li",2024,ArXiv,arXiv:2402.01694v1,"Scope leak markers present: RLHF, Alignment",arxiv,https://arxiv.org/abs/2402.01694v1,papers.csv
