Title,Authors,Year,Venue,ArXiv_or_DOI,Category_Tags,Contribution_Summary,Why_It_Belongs_in_Survey,Scope_Label,Verification_Provider,Verification_URL,Verification_Confidence,Provenance
Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,"Weizhen Li, Jianbo Lin, Zhuosong Jiang, Jingyi Cao, Xinpeng Liu, Jiayu Zhang, Zhenqiang Huang, Qianben Chen, Weichen Sun, Qiexiang Wang, Hongxuan Lu, Tianrui Qin, Chenghao Zhu, Yi Yao, Shuying Fan, Xiaowan Li, Tiannan Wang, Pai Liu, King Zhu, He Zhu, Dingfeng Shi, Piaohong Wang, Yeyi Guan, Xiangru Tang, Minghao Liu, Yuchen Eleanor Jiang, Jian Yang, Jiaheng Liu, Ge Zhang, Wangchunshu Zhou",2025,ArXiv,arXiv:2508.13167v1,Policy|CreditAssignment|Reasoning|Verifier|LanguageConditioning|MultiAgent|Architecture|AgentTraining,"Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL inserts a LLM verifier/critic directly into the RL loop. It studies multi-agent RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/navigation environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM verifier/critic within multi-agent RL on web/navigation environments tasks, as shown in Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2508.13167v1,High,targeted_search
CoDA: A Context-Decoupled Hierarchical Agent with Reinforcement Learning,"Xuanzhang Liu, Jianglun Feng, Zhuoran Zhuang, Junzhe Zhao, Maofei Que, Jieting Li, Dianlei Wang, Hao Tong, Ye Chen, Pan Li",2025,ArXiv,arXiv:2512.12716v1,Policy|Planning|Reward|CreditAssignment|Reasoning|Architecture,"CoDA: A Context-Decoupled Hierarchical Agent with Reinforcement Learning inserts a LLM planner directly into the RL loop. It studies hierarchical/long-horizon RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within hierarchical/long-horizon RL on interactive control benchmarks tasks, as shown in CoDA: A Context-Decoupled Hierarchical Agent with Reinforcement Learning. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2512.12716v1,High,targeted_search
"Don't Just Fine-tune the Agent, Tune the Environment","Siyuan Lu, Zechuan Wang, Hongxuan Zhang, Qintong Wu, Leilei Gan, Chenyi Zhuang, Jinjie Gu, Tao Lin",2025,ArXiv,arXiv:2510.10197v2,Policy|Reward|CreditAssignment|Exploration|DatasetGeneration|Verifier|Curriculum|Architecture,"For Don't Just Fine-tune the Agent, Tune the Environment, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as reward-shaping RL, making the LLM function part of control, reward, or planning computations. Experiments on interactive control benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Don't Just Fine-tune the Agent, Tune the Environment uses a LLM reward module to support RL policy learning and control in interactive control benchmarks.",LLM_for_RL,arxiv,https://arxiv.org/abs/2510.10197v2,High,targeted_search
GAP: Graph-Based Agent Planning with Parallel Tool Use and Reinforcement Learning,"Jiaqi Wu, Qinlao Zhao, Zefeng Chen, Kai Qin, Yifei Zhao, Xueqian Wang, Yuhang Yao",2025,ArXiv,arXiv:2510.25320v1,Policy|Planning|Reward|DatasetGeneration|ToolUse|Reasoning|Architecture,"In this work, GAP: Graph-Based Agent Planning with Parallel Tool Use and Reinforcement Learning uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is tool-interactive RL agent training, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","GAP: Graph-Based Agent Planning with Parallel Tool Use and Reinforcement Learning belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2510.25320v1,High,targeted_search
Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks,"Divya Vijay, Vignesh Ethiraj",2025,ArXiv,arXiv:2512.20275v1,Policy|Planning|Architecture,"Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks inserts a LLM planner directly into the RL loop. It studies planning-augmented RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on interactive control benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within planning-augmented RL on interactive control benchmarks tasks, as shown in Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2512.20275v1,High,targeted_search
OpAgent: Operator Agent for Web Navigation,"Yuyu Guo, Wenjie Yang, Siyuan Yang, Ziyang Liu, Cheng Chen, Yuan Wei, Yun Hu, Yang Huang, Guoliang Hao, Dongsheng Yuan, Jianming Wang, Xin Chen, Hang Yu, Lei Lei, Peng Di",2026,ArXiv,arXiv:2602.13559v1,Policy|Planning|Reward|CreditAssignment|DatasetGeneration|OfflineRL|LanguageConditioning|Architecture|AgentTraining,"OpAgent: Operator Agent for Web Navigation inserts a LLM planner directly into the RL loop. It studies offline RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/navigation environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within offline RL on web/navigation environments tasks, as shown in OpAgent: Operator Agent for Web Navigation.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.13559v1,High,targeted_search
World Models as an Intermediary between Agents and the Real World,Sherry Yang,2026,ArXiv,arXiv:2602.00785v1,Policy|Planning|Reward|WorldModel|DatasetGeneration|ToolUse|Simulation|Verifier|Architecture,"World Models as an Intermediary between Agents and the Real World inserts a LLM planner directly into the RL loop. It studies model-based RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on robotics manipulation/control, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within model-based RL on robotics manipulation/control tasks, as shown in World Models as an Intermediary between Agents and the Real World. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00785v1,High,targeted_search
Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling,"Yubao Zhao, Weiquan Huang, Sudong Wang, Ruochen Zhao, Chen Chen, Yao Shu, Chengwei Qin",2026,ArXiv,arXiv:2602.03719v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Architecture,"In this work, Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.03719v1,High,targeted_search
Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System,"Yanming Li, Xuelin Zhang, WenJie Lu, Ziye Tang, Maodong Wu, Haotian Luo, Tongtong Wu, Zijie Peng, Hongze Mi, Yibo Feng, Naiqiang Tan, Chao Huang, Hong Chen, Li Shen",2026,ArXiv,arXiv:2602.08335v1,Policy|Reward|CreditAssignment|Verifier|MultiAgent|Architecture,"Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System inserts a LLM reward module directly into the RL loop. It studies multi-agent RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on multi-agent coordination environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within multi-agent RL on multi-agent coordination environments tasks, as shown in Who Deserves the Reward? SHARP: Shapley Credit-based Optimization for Multi-Agent System.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.08335v1,High,targeted_search
"Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms","Association for Artificial Intelligence 2026, Qun Ma, Xia Xie, Xiao Xue, XuWen Zhang",2026,Underline Science Inc.,10.48448/8p81-ba98,Policy|Reward|Exploration|DatasetGeneration|ToolUse|Simulation|MultiAgent|Architecture,"For Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as multi-agent RL, making the LLM function part of control, reward, or planning computations. Experiments on MuJoCo/simulator benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Adaptive Regulation via Dual-Layer Evolution (ARDE): A Multi-Agent Approach to Balancing Efficiency, Fairness, and Diversity in Crowdsourced Platforms uses a LLM reward module to support RL policy learning and control in MuJoCo/simulator benchmarks.",LLM_for_RL,openalex,https://openalex.org/W7128690498,High,targeted_search
Adaptive Uncertainty-Aware Tree Search for Robust Reasoning,"Zeen Song, Zihao Ma, Wenwen Qiang, Changwen Zheng, Gang Hua",2026,ArXiv,arXiv:2602.06493v1,Policy|Reward|Reasoning|TreeSearch|Verifier|Architecture,"In this work, Adaptive Uncertainty-Aware Tree Search for Robust Reasoning uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is reward-shaping RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on interactive control benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","Adaptive Uncertainty-Aware Tree Search for Robust Reasoning belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.06493v1,High,targeted_search
CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport,"Joachim Yann Despature, Kazuki Shibata, Takamitsu Matsubara",2026,ArXiv,arXiv:2602.07776v1,Policy|Simulation|LanguageConditioning|MultiAgent|Architecture|HybridRL,"In this work, CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport uses an LLM-guided policy component to shape decisions inside an RL training or deployment cycle. The technical setting is multi-agent RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","CoLF: Learning Consistent Leader-Follower Policies for Vision-Language-Guided Multi-Robot Cooperative Transport belongs because the language model is embedded in the RL loop as a LLM-guided policy component, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.07776v1,High,targeted_search
CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems,"Tong Xie, Yijiahao Qi, Jinqi Wen, Zishen Wan, Yanchi Dong, Zihao Wang, Shaofei Cai, Yitao Liang, Tianyu Jia, Yuan Wang, Runsheng Wang, Meng Li",2026,ArXiv,arXiv:2601.14140v1,Policy|Planning|Architecture,"In this work, CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is planning-augmented RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","CREATE: Cross-Layer Resilience Characterization and Optimization for Efficient yet Reliable Embodied AI Systems belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.14140v1,High,targeted_search
"Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI","Ningquan Gu, Mitsuhiro Hayashibe, Kyo Kutsuzawa, Hui Yu",2026,Frontiers in Robotics and AI,10.3389/frobt.2026.1752914,Policy|Planning|Reward|DatasetGeneration|ToolUse|Simulation|Architecture,"In this work, Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is model-based RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","Deep learning-based robotic cloth manipulation applications: systematic review, challenges and opportunities for physical AI belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,openalex,https://openalex.org/W7128083527,High,targeted_search
Learning from the Irrecoverable: Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning,"Qiao Liang, Yuke Zhu, Chao Ge, Lei Yang, Ying Shen, Bo Zheng, Sheng Guo",2026,ArXiv,arXiv:2602.09598v1,Policy|Planning|Reward|CreditAssignment|ToolUse|Reasoning|Verifier|Architecture,"Learning from the Irrecoverable: Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning inserts a LLM planner directly into the RL loop. It studies policy optimization RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on web/tool-interaction environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM planner within policy optimization RL on web/tool-interaction environments tasks, as shown in Learning from the Irrecoverable: Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.09598v1,High,targeted_search
medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions,"Qianyi Xu, Gousia Habib, Feng Wu, Yanrui Du, Zhihui Chen, Swapnil Mishra, Dilruk Perera, Mengling Feng",2026,ArXiv,arXiv:2602.03305v2,Policy|Reward|OfflineRL|Architecture,"medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions inserts a LLM reward module directly into the RL loop. It studies offline RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on offline RL benchmarks, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within offline RL on offline RL benchmarks tasks, as shown in medR: Reward Engineering for Clinical Offline Reinforcement Learning via Tri-Drive Potential Functions. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.03305v2,High,targeted_search
STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models,"Jiliang Ni, Jiachen Pu, Zhongyi Yang, Jingfeng Luo, Conggang Hu",2026,ArXiv,arXiv:2602.03022v1,Policy|Reward|Exploration|Curriculum|Architecture,"In this work, STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is policy optimization RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on interactive control benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","STAR: Similarity-guided Teacher-Assisted Refinement for Super-Tiny Function Calling Models belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives.",LLM_for_RL,arxiv,https://arxiv.org/abs/2602.03022v1,High,targeted_search
STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order,"Chengyang Gu, Yuxin Pan, Hui Xiong, Yize Chen",2026,ArXiv,arXiv:2601.08107v1,Policy|Planning|Reward|CreditAssignment|DatasetGeneration|OfflineRL|ToolUse|Architecture,"For STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as offline RL, making the LLM function part of control, reward, or planning computations. Experiments on offline RL benchmarks environments indicate stronger task completion behavior than non-LLM baselines.",The contribution is directionally in-scope: STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order uses a LLM planner to support RL policy learning and control in offline RL benchmarks.,LLM_for_RL,arxiv,https://arxiv.org/abs/2601.08107v1,High,targeted_search
Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction,"Xingjie Gao, Pengcheng Huang, Zhenghao Liu, Yukun Yan, Shuo Wang, Zulong Chen, Chen Qian, Ge Yu, Yu Gu",2026,ArXiv,arXiv:2601.12762v1,Policy|Planning|Exploration|ToolUse|Verifier|Architecture,"In this work, Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is tool-interactive RL agent training, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on web/tool-interaction environments tasks, with improvements in success rate, returns, or sample efficiency.","Teaching LLMs to Learn Tool Trialing and Execution through Environment Interaction belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives.",LLM_for_RL,arxiv,https://arxiv.org/abs/2601.12762v1,High,targeted_search
"The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs","Jingdi Chen, Hanqing Yang, Zongjun Liu, Carlee Joe-Wong",2026,ArXiv,arXiv:2602.11583v1,Policy|Planning|Reward|Reasoning|Simulation|LanguageConditioning|MultiAgent|Architecture,"For The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs, an LLM planner is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on robotics manipulation/control environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: The Five Ws of Multi-Agent Communication: Who Talks to Whom, When, What, and Why -- A Survey from MARL to Emergent Language and LLMs uses a LLM planner to support RL policy learning and control in robotics manipulation/control. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.11583v1,High,targeted_search
AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering,"Yuzhu Cai, Zexi Liu, Xinyu Zhu, Cheng Wang, Jiaao Chen, Hanrui Wang, Wei-Chen Wang, Di Jin, Siheng Chen",2026,ArXiv,arXiv:2602.07906v1,Policy|Curriculum|LanguageConditioning|Architecture,"For AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering, an LLM-guided policy component is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on language-conditioned control tasks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: AceGRPO: Adaptive Curriculum Enhanced Group Relative Policy Optimization for Autonomous Machine Learning Engineering uses a LLM-guided policy component to support RL policy learning and control in language-conditioned control tasks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.07906v1,High,targeted_search
CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments,"Jinghan Yang, Jingyi Hou, Xinbo Yu, Wei He, Yifan Wu",2026,ArXiv,arXiv:2602.09367v1,Policy|Planning|DatasetGeneration|Reasoning|Simulation|Architecture,"In this work, CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is hierarchical/long-horizon RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","CAPER: Constrained and Procedural Reasoning for Robotic Scientific Experiments belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.09367v1,High,targeted_search
David vs. Goliath: Verifiable Agent-to-Agent Jailbreaking via Reinforcement Learning,"Samuel Nellessen, Tal Kachman",2026,ArXiv,arXiv:2602.02395v1,Policy|CreditAssignment|ToolUse|Verifier|LanguageConditioning|Architecture,"For David vs. Goliath: Verifiable Agent-to-Agent Jailbreaking via Reinforcement Learning, an LLM verifier/critic is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as tool-interactive RL agent training, making the LLM function part of control, reward, or planning computations. Experiments on web/tool-interaction environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: David vs. Goliath: Verifiable Agent-to-Agent Jailbreaking via Reinforcement Learning uses a LLM verifier/critic to support RL policy learning and control in web/tool-interaction environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.02395v1,High,targeted_search
DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations,"Minghao Li, Ruihang Wang, Rui Tan, Yonggang Wen",2026,ArXiv,arXiv:2602.02137v2,Policy|Reward|ToolUse|Simulation|Architecture,"In this work, DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations uses an LLM reward module to shape decisions inside an RL training or deployment cycle. The technical setting is reward-shaping RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on MuJoCo/simulator benchmarks tasks, with improvements in success rate, returns, or sample efficiency.","DCoPilot: Generative AI-Empowered Policy Adaptation for Dynamic Data Center Operations belongs because the language model is embedded in the RL loop as a LLM reward module, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.02137v2,High,targeted_search
EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots,"Zixing Lei, Genjia Liu, Yuanshuo Zhang, Qipeng Liu, Chuan Wen, Shanghang Zhang, Wenzhao Lian, Siheng Chen",2026,ArXiv,arXiv:2601.21570v1,Policy|Reward|ToolUse|Simulation|Verifier|Curriculum|Architecture,"EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots inserts a LLM reward module directly into the RL loop. It studies reward-shaping RL and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on robotics manipulation/control, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM reward module within reward-shaping RL on robotics manipulation/control tasks, as shown in EmboCoach-Bench: Benchmarking AI Agents on Developing Embodied Robots. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.21570v1,High,targeted_search
FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution,"Mingxi Zou, Jiaxiang Chen, Aotian Luo, Jingyi Dai, Chi Zhang, Dongning Sun, Zenglin Xu",2026,ArXiv,arXiv:2602.00948v1,Policy|Exploration|MultiAgent|Architecture,"For FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution, an LLM-guided policy component is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as multi-agent RL, making the LLM function part of control, reward, or planning computations. Experiments on Minecraft or game environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: FinEvo: From Isolated Backtests to Ecological Market Games for Multi-Agent Financial Strategy Evolution uses a LLM-guided policy component to support RL policy learning and control in Minecraft or game environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00948v1,High,targeted_search
How Far Are LLMs from Professional Poker Players? Revisiting Game-Theoretic Reasoning with Agentic Tool Use,"Minhua Lin, Enyan Dai, Hui Liu, Xianfeng Tang, Yuliang Yan, Zhenwei Dai, Jingying Zeng, Zhiwei Zhang, Fali Wang, Hongcheng Gao, Chen Luo, Xiang Zhang, Qi He, Suhang Wang",2026,ArXiv,arXiv:2602.00528v1,Policy|ToolUse|Reasoning|Verifier|Architecture,"How Far Are LLMs from Professional Poker Players? Revisiting Game-Theoretic Reasoning with Agentic Tool Use inserts a LLM verifier/critic directly into the RL loop. It studies tool-interactive RL agent training and optimizes agent behavior rather than only improving language generation quality. Evaluation is conducted on Minecraft or game environments, and the reported trend is better decision performance against baseline pipelines.","The LLM improves RL here by acting as a LLM verifier/critic within tool-interactive RL agent training on Minecraft or game environments tasks, as shown in How Far Are LLMs from Professional Poker Players? Revisiting Game-Theoretic Reasoning with Agentic Tool Use. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2602.00528v1,High,targeted_search
Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining,"Association for Artificial Intelligence 2026, Yitong Duan, Li Jian, Yu Shi",2026,Underline Science Inc.,10.48448/q4pk-2g71,Policy|Exploration|Reasoning|TreeSearch|LanguageConditioning|Architecture,"For Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining, an LLM-guided policy component is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on web/navigation environments environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Alpha Factor Mining uses a LLM-guided policy component to support RL policy learning and control in web/navigation environments. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,openalex,https://openalex.org/W7128677444,High,targeted_search
Robot Planning via LLM Proposals and Symbolic Verification,"Drejc Pesjak, Jure Žabkar",2026,Machine Learning and Knowledge Extraction,10.3390/make8010022,Planning|Reasoning|Simulation|Curriculum|Architecture,"In this work, Robot Planning via LLM Proposals and Symbolic Verification uses an LLM planner to shape decisions inside an RL training or deployment cycle. The technical setting is planning-augmented RL, where the LLM component provides guidance for policy updates or trajectory selection. Results are reported on robotics manipulation/control tasks, with improvements in success rate, returns, or sample efficiency.","Robot Planning via LLM Proposals and Symbolic Verification belongs because the language model is embedded in the RL loop as a LLM planner, not used only for language-only tuning objectives. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,openalex,https://openalex.org/W7124468336,High,targeted_search
ShopSimulator: Evaluating and Exploring RL-Driven LLM Agent for Shopping Assistants,"Pei Wang, Yanan Wu, Xiaoshuai Song, Weixun Wang, Gengru Chen, Zhongwen Li, Kezhong Yan, Ken Deng, Qi Liu, Shuaibing Zhao, Shaopan Xiong, Xuepeng Liu, Xuefeng Chen, Wanxi Deng, Wenbo Su, Bo Zheng",2026,ArXiv,arXiv:2601.18225v1,Policy|Reward|CreditAssignment|Exploration|Simulation|Architecture,"For ShopSimulator: Evaluating and Exploring RL-Driven LLM Agent for Shopping Assistants, an LLM reward module is the central mechanism connecting language priors to reinforcement learning updates. The method is framed as policy optimization RL, making the LLM function part of control, reward, or planning computations. Experiments on MuJoCo/simulator benchmarks environments indicate stronger task completion behavior than non-LLM baselines.","The contribution is directionally in-scope: ShopSimulator: Evaluating and Exploring RL-Driven LLM Agent for Shopping Assistants uses a LLM reward module to support RL policy learning and control in MuJoCo/simulator benchmarks. It is marked mixed because ancillary objectives exist, but the main empirical gains are RL-agent improvements.",Mixed_but_relevant,arxiv,https://arxiv.org/abs/2601.18225v1,High,targeted_search
